topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,3,0.2422,532,31.4529
2,5,0.2137,449,76.9161
3,2,0.206,440,34.5318
4,4,0.1837,383,107.5696
5,1,0.1544,331,34.2977
