term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5
natur,1266,0.0114,0.0261,0.0089,0.0,0.0
leben,1009,0.0127,0.0067,0.008,0.0006,0.01
entwicklung,938,0.0005,0.0148,0.01,0.0126,0.0019
bedeutung,700,0.0,0.0111,0.0048,0.0091,0.0058
handeln,699,0.0054,0.0029,0.0115,0.0,0.0037
frage,656,0.0181,0.0,0.0028,0.0,0.0
welt,608,0.007,0.0085,0.0014,0.0004,0.007
verantwortung,603,0.0,0.0045,0.0136,0.0,0.0008
tier,591,0.0037,0.0004,0.0014,0.0187,0.0
gesellschaft,588,0.0107,0.0,0.0072,0.0,0.0023
verschieden,586,0.0016,0.0079,0.0044,0.0,0.0114
unterschiedlich,519,0.0021,0.0023,0.0076,0.0017,0.0068
sozial,513,0.0015,0.0,0.0098,0.0006,0.0071
umwelt,483,0.0,0.0054,0.0092,0.0027,0.0001
evolution,468,0.0,0.0227,0.0,0.0,0.0
freiheit,463,0.0049,0.0003,0.0083,0.0001,0.0
historisch,459,0.0161,0.0,0.0,0.0,0.0
menschlich,449,0.0089,0.0012,0.0019,0.0034,0.0009
ethik,443,0.0053,0.0006,0.0048,0.0,0.0039
umgang,436,0.0,0.0058,0.005,0.0017,0.0046
gesellschaftlich,433,0.0022,0.0,0.0097,0.0,0.0028
technik,431,0.0054,0.0017,0.0059,0.0,0.0001
politisch,426,0.0003,0.0,0.0132,0.0,0.0
geschichte,421,0.0133,0.0004,0.0,0.0011,0.0
inhalt,397,0.0049,0.0,0.0034,0.0068,0.0003
kulturell,389,0.0022,0.0105,0.0,0.0,0.0057
entwickeln,377,0.0012,0.0027,0.0059,0.0,0.0048
kultur,374,0.0073,0.0011,0.001,0.0012,0.0037
zusammenhang,358,0.0026,0.0,0.0028,0.0069,0.0023
ökosystem,330,0.0,0.0049,0.0,0.0117,0.0
wesen,328,0.0079,0.0,0.0011,0.0,0.002
folge,299,0.0013,0.0014,0.0052,0.0022,0.0008
auswirkung,298,0.0,0.0016,0.0056,0.0038,0.0
fähigkeit,289,0.0019,0.0,0.0063,0.0,0.0013
veränderung,279,0.0014,0.0116,0.0,0.0,0.0
denken,277,0.0082,0.0,0.0,0.0,0.0014
nachhaltig,273,0.0,0.0,0.0082,0.0,0.0
rolle,271,0.0,0.0019,0.0,0.0,0.0124
verhältnis,269,0.0058,0.0004,0.0018,0.0007,0.0
religion,268,0.005,0.0016,0.0003,0.0,0.0032
funktion,266,0.0,0.0003,0.001,0.0097,0.0018
philosophisch,253,0.0065,0.0,0.0012,0.0,0.0
kommunikation,252,0.0,0.0095,0.0006,0.0,0.002
stellen,249,0.0053,0.0,0.002,0.0001,0.0012
form,249,0.0014,0.0008,0.0,0.0039,0.0059
system,246,0.0,0.0024,0.0015,0.0076,0.0
biologisch,245,0.0,0.0104,0.0,0.0015,0.0
lernbereich,244,0.0,0.0,0.0,0.0042,0.0086
religiös,242,0.0,0.0043,0.0,0.0,0.007
erkenntnis,239,0.0036,0.0,0.0,0.0,0.0075
lebewesen,234,0.0,0.0108,0.0,0.0,0.0005
revolution,234,0.0,0.0,0.0,0.0114,0.0
medium,223,0.0,0.0001,0.0023,0.0,0.0077
ausgewählt,222,0.0,0.0059,0.0009,0.0019,0.0016
struktur,220,0.0006,0.0002,0.0012,0.0072,0.0013
wirtschaftlich,212,0.0,0.0,0.0067,0.0,0.0
modern,211,0.0013,0.0068,0.0007,0.0003,0.0
konflikt,210,0.0,0.0,0.0,0.0,0.0116
organismus,208,0.0,0.0,0.0,0.0106,0.0
beitrag,203,0.0,0.001,0.0054,0.0,0.0
gegenwart,202,0.0065,0.0007,0.0,0.0,0.0
basiskonzept,192,0.0,0.0031,0.0003,0.006,0.0002
information,190,0.0,0.006,0.0,0.0,0.0036
philosophie,184,0.0058,0.0,0.0,0.0,0.0
inhaltsfeld,183,0.0003,0.0055,0.0015,0.0,0.0
regel,171,0.0,0.0,0.0,0.0014,0.0076
lebensraum,167,0.0,0.0057,0.0,0.0025,0.0
entstehung,167,0.0,0.0061,0.0,0.0017,0.0004
merkmal,162,0.0,0.0064,0.0008,0.0,0.0
sexualität,146,0.0,0.0,0.0,0.0,0.0081
fortpflanzung,129,0.0,0.0,0.0,0.0066,0.0
bürgerrecht,128,0.0,0.0,0.0,0.0062,0.0
wahrnehmung,128,0.0,0.0,0.0,0.0,0.0066
zelle,127,0.0,0.0,0.0,0.0065,0.0
familie,117,0.0,0.0,0.0,0.0,0.0063
pflanze,115,0.0,0.0,0.0,0.0058,0.0
spielen,115,0.0,0.0,0.0,0.0,0.0058
wahlbereich,115,0.0,0.0,0.0,0.0,0.0063
bau,108,0.0,0.0007,0.0,0.0048,0.0
genetisch,108,0.0,0.0009,0.0,0.0046,0.0
französisch,101,0.0,0.0,0.0,0.0048,0.0
stoff,89,0.0,0.0,0.0,0.0046,0.0
