topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,32,919,273,18,96,1338
2,416,164,87,1,39,707
3,246,577,223,25,334,1405
4,516,113,133,7,21,790
5,77,386,78,26,45,612
