rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,außerschulisch,59,50.34982396819819,0.036723810303781815
2,lernen,179,41.97355408797271,0.03061438385714771
3,fachlich,33,28.859957758286644,0.021049678639589543
4,angemessen,83,28.606105776544602,0.020864525817037034
5,inhaltlich,34,27.01919560010403,0.01970707612415323
6,erreichen,31,25.896528498816384,0.01888823287083769
7,aufgabe,58,25.448889872154414,0.018561737270365232
8,ziel,59,24.889552634144696,0.01815377170056534
9,möglichkeit,69,24.6005495929923,0.017942980638670065
10,interesse,48,24.49374216129273,0.017865078164507563
11,partner,66,24.299993459888956,0.017723763061569957
12,sowohl,61,23.706815323422976,0.017291114848664853
13,kompetenzentwicklung,27,23.638868022486058,0.017241555910944686
14,wahrnehmung,37,22.851716226472373,0.016667428516669264
15,kumulativ,26,22.786554026250045,0.01661990095666323
16,jeweils,35,22.54834494204228,0.01644615764374502
17,vertiefung,48,21.995339730340053,0.016042810483993628
18,konzept,39,21.969215890916633,0.016023756456635
19,erfüllung,25,21.932095541463944,0.015996681869987553
20,verknüpfung,28,21.89906980802583,0.015972593786369015
