topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,12,0.136,190,50.8119
2,8,0.1239,165,62.7925
3,1,0.121,175,71.2336
4,4,0.0969,130,106.2218
5,9,0.0877,117,50.9297
6,3,0.0854,109,53.2897
7,10,0.0788,81,89.2685
8,7,0.0783,95,73.9094
9,2,0.0658,74,127.5858
10,6,0.0521,53,62.02
11,5,0.0383,35,51.3093
12,11,0.0359,40,125.0031
