term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15
politisch,789,0.0,0.0,0.0,0.0,0.0,0.0442,0.0,0.0,0.0,0.0,0.043,0.0,0.0,0.0,0.0
mensch,789,0.0408,0.0,0.006,0.0009,0.0039,0.0051,0.0152,0.0,0.0212,0.0,0.0,0.0,0.0,0.0004,0.0039
sozial,701,0.0,0.0,0.0037,0.0008,0.0,0.0128,0.0,0.0,0.0,0.0,0.0494,0.001,0.0106,0.0,0.0155
verantwortung,659,0.0252,0.0,0.0035,0.0,0.0,0.0014,0.0,0.0,0.0463,0.0,0.0,0.0,0.0022,0.0007,0.0057
wirtschaftlich,600,0.0038,0.0,0.0,0.0,0.0867,0.0066,0.0,0.0,0.0,0.0,0.0078,0.0,0.0,0.0,0.002
gesellschaftlich,594,0.0,0.0,0.0022,0.0,0.0002,0.0225,0.0032,0.0,0.0098,0.0,0.005,0.0,0.0127,0.0001,0.0123
ethisch,588,0.0,0.0103,0.0302,0.0,0.0061,0.0001,0.0,0.0,0.0023,0.0,0.0,0.0088,0.0265,0.0035,0.0029
entwicklung,574,0.011,0.0,0.0,0.0,0.0261,0.0165,0.0055,0.0,0.0,0.0,0.0029,0.01,0.0,0.0013,0.0
leben,546,0.0,0.0,0.0082,0.0149,0.0,0.008,0.015,0.0,0.0087,0.0,0.001,0.018,0.0,0.0,0.0
wert,517,0.004,0.0,0.0,0.0,0.0,0.0057,0.0249,0.0,0.0,0.0039,0.0012,0.0047,0.0182,0.0011,0.0
entscheidung,511,0.0,0.0152,0.0,0.0,0.0,0.0044,0.0,0.0,0.0074,0.0,0.0,0.0225,0.0,0.0196,0.0034
entwickeln,490,0.0,0.0129,0.0,0.0,0.0,0.0052,0.0027,0.0,0.0,0.0031,0.0,0.0086,0.0004,0.0168,0.0111
ökonomisch,489,0.0,0.0,0.0,0.0,0.0,0.0402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
welt,466,0.0029,0.0,0.0,0.0194,0.0,0.0013,0.015,0.0,0.0279,0.0,0.0001,0.0,0.0,0.0,0.0013
frage,466,0.0,0.0057,0.0107,0.0,0.0003,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0146,0.0072,0.0
gesellschaft,447,0.0019,0.0,0.007,0.0,0.0,0.0,0.0074,0.0,0.0222,0.0,0.0,0.0,0.0,0.0001,0.02
bedeutung,446,0.0109,0.004,0.0017,0.0069,0.0098,0.0014,0.0107,0.0,0.0117,0.0026,0.0003,0.0,0.0,0.0,0.0039
ethik,445,0.0026,0.0,0.0357,0.0123,0.0,0.0009,0.0001,0.0,0.0026,0.0,0.0024,0.0,0.0102,0.0,0.0
moralisch,435,0.0002,0.0,0.0368,0.0,0.0,0.0,0.0031,0.0,0.0033,0.0001,0.0,0.0117,0.0145,0.0002,0.0
denken,432,0.0,0.0274,0.0017,0.0,0.0,0.0,0.0001,0.0059,0.0,0.0119,0.0,0.004,0.0,0.0058,0.0156
menschlich,414,0.0139,0.0,0.0086,0.0,0.0,0.0,0.0,0.0,0.0066,0.0,0.0,0.0168,0.0,0.0067,0.0066
norm,414,0.0,0.0,0.0,0.0,0.0,0.003,0.0196,0.0,0.0,0.0,0.002,0.0061,0.0208,0.0008,0.0
historisch,404,0.0,0.0,0.0,0.0,0.0,0.0005,0.0056,0.0,0.0,0.0,0.0,0.0,0.0,0.0272,0.0
nachhaltig,389,0.0,0.0,0.0,0.0,0.0277,0.0073,0.012,0.0,0.0,0.0,0.0045,0.0,0.0,0.0,0.0
folge,379,0.012,0.0111,0.0183,0.0,0.0,0.0,0.0,0.0,0.0001,0.0012,0.0,0.0003,0.0054,0.0069,0.0
fähigkeit,359,0.0,0.0,0.0,0.006,0.0,0.0036,0.0,0.0279,0.0,0.0,0.0,0.0064,0.0,0.0155,0.0
möglichkeit,358,0.0,0.0,0.0002,0.003,0.0,0.0006,0.0213,0.0058,0.0069,0.0,0.0,0.0094,0.0,0.0,0.0064
verschieden,351,0.0,0.0007,0.0,0.0,0.0,0.0,0.0091,0.0,0.0073,0.0009,0.0015,0.0,0.004,0.0108,0.004
lernen,334,0.0,0.0041,0.0,0.0023,0.0,0.0026,0.0024,0.0,0.0,0.0,0.0,0.0,0.0,0.0187,0.0077
motiv,333,0.0,0.0,0.0101,0.0,0.0,0.0,0.0,0.0,0.0,0.0041,0.0,0.0119,0.031,0.0,0.0
freiheit,328,0.0201,0.0,0.0094,0.0,0.0,0.0,0.0,0.0,0.0147,0.0,0.0,0.0,0.0,0.0,0.0
situation,326,0.0,0.0175,0.0014,0.0,0.0,0.0,0.0021,0.0,0.0,0.0,0.0,0.0114,0.0241,0.0,0.0
unterschiedlich,323,0.0,0.0,0.0,0.0,0.0,0.0,0.0118,0.0,0.004,0.0,0.0,0.0,0.0,0.0145,0.0024
ziel,321,0.0,0.0,0.0,0.0053,0.0,0.0143,0.0044,0.0,0.005,0.0,0.0,0.0,0.0,0.0013,0.0
zusammenhang,321,0.0077,0.0,0.0,0.0,0.0,0.0086,0.001,0.0,0.0,0.0,0.0061,0.0,0.0,0.0049,0.0059
wissen,309,0.0,0.0,0.0005,0.0005,0.0,0.0065,0.0038,0.0141,0.0018,0.0193,0.0,0.0,0.0,0.002,0.0
kontext,306,0.0004,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0036,0.0,0.0,0.0057,0.0173,0.0078,0.0024
perspektive,304,0.0,0.0032,0.0,0.004,0.0,0.0007,0.0047,0.0,0.0,0.0,0.0,0.0,0.0131,0.0098,0.0
begründen,292,0.0,0.0138,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0013,0.0127,0.0051
inhalt,283,0.0062,0.0,0.0,0.0141,0.0016,0.0022,0.0,0.0,0.0,0.0068,0.0,0.0,0.0,0.0,0.0141
konflikt,282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0181,0.0,0.0151,0.0,0.0081,0.0,0.0
verantwortlich,273,0.0008,0.0,0.0061,0.0,0.0,0.0,0.0,0.0,0.0118,0.0,0.0,0.0218,0.0,0.0047,0.0
prozeß,270,0.0,0.0,0.0,0.0108,0.0,0.0083,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0007,0.0096
sinn,268,0.0027,0.0,0.0,0.0069,0.0,0.0094,0.0066,0.0,0.0,0.0,0.0024,0.0,0.0,0.0,0.0011
problem,265,0.0045,0.0,0.0,0.0,0.0034,0.0072,0.0099,0.0,0.0,0.0,0.0,0.0,0.0,0.0019,0.0
urteil,262,0.0,0.0235,0.0,0.0,0.0,0.0053,0.0008,0.0,0.002,0.0,0.0,0.0082,0.0,0.0,0.0
individuell,262,0.0057,0.0,0.0,0.0,0.0,0.006,0.0118,0.0066,0.0039,0.0029,0.0001,0.0,0.0,0.0001,0.0
natur,262,0.017,0.0,0.0,0.0016,0.0,0.0,0.0046,0.0,0.0067,0.0,0.0,0.0,0.0043,0.0,0.0
demokratisch,246,0.0,0.0,0.0,0.0,0.0,0.0051,0.0026,0.0,0.0081,0.0,0.0,0.0,0.0,0.0,0.0127
umgang,245,0.0069,0.0,0.0,0.0043,0.0,0.0,0.0048,0.0,0.0145,0.0,0.0,0.0,0.0015,0.0,0.0024
form,241,0.0018,0.0,0.0107,0.0,0.0,0.0,0.0047,0.0,0.0,0.0,0.0,0.0,0.012,0.0045,0.0
regel,235,0.0,0.0008,0.0,0.0,0.0,0.0019,0.0146,0.0,0.0,0.0,0.0048,0.0,0.01,0.0,0.0
politik,232,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0045,0.0056,0.0109,0.0,0.0,0.0,0.0176
medium,229,0.0,0.0,0.0,0.0027,0.0,0.0,0.0112,0.0,0.0174,0.0,0.0,0.0,0.0,0.0,0.0025
akteur,227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0298,0.0,0.0,0.0,0.0,0.014
kritisch,227,0.0,0.0,0.0,0.0,0.0,0.0017,0.0064,0.0,0.0,0.0,0.0,0.0,0.0,0.0094,0.0028
interesse,227,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0189,0.0
gerechtigkeit,226,0.0,0.0,0.0044,0.0018,0.0,0.0,0.0034,0.0,0.0098,0.0,0.007,0.0,0.005,0.0,0.0
dimension,224,0.0,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0481,0.0,0.0027,0.0
grenze,223,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0087,0.0,0.0,0.0,0.0,0.0037,0.0,0.004
position,221,0.0,0.0038,0.0028,0.0,0.0,0.0,0.0031,0.0,0.0036,0.0,0.0,0.0,0.0,0.0098,0.0
kulturell,221,0.0,0.0122,0.0,0.0,0.0,0.0001,0.0018,0.0,0.0062,0.0,0.0025,0.0,0.0033,0.0,0.0059
struktur,213,0.0057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049,0.0,0.0,0.0,0.0,0.0036,0.0118
