topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,4,0.2735,930,134.9997
2,1,0.23,689,95.4566
3,2,0.1938,609,159.057
4,3,0.1599,447,79.862
5,5,0.1428,357,142.2874
