topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,1,0.1507,43,15.1967
2,7,0.1441,40,9.3245
3,5,0.1256,40,29.2811
4,9,0.1196,34,30.3705
5,10,0.1045,30,25.0655
6,3,0.1033,27,25.9871
7,6,0.0758,23,16.8345
8,4,0.0632,16,15.7776
9,2,0.0589,11,34.2033
10,8,0.0542,15,18.389
