topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,124,0,0,0,1,125
2,168,9,4,3,2,186
3,25,4,0,0,0,29
4,47,0,5,0,0,52
5,71,2,0,0,0,73
6,22,1,5,2,0,30
7,104,0,0,0,0,104
8,122,2,6,0,4,134
9,101,4,6,1,2,114
10,142,0,2,0,0,144
