term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10
politisch,789,0.0,0.0,0.0,0.0,0.0,0.0537,0.0,0.0,0.0,0.0
mensch,789,0.02,0.0,0.0,0.0004,0.0058,0.0,0.0235,0.0,0.0128,0.0
sozial,701,0.0027,0.0,0.0079,0.0017,0.0,0.0227,0.0027,0.0244,0.0018,0.0019
verantwortung,659,0.0137,0.0012,0.0033,0.0015,0.0,0.0,0.0051,0.0,0.0303,0.0
wirtschaftlich,600,0.0,0.0,0.0,0.0,0.0,0.0423,0.0,0.0,0.0,0.0
gesellschaftlich,594,0.0001,0.0,0.0032,0.0028,0.005,0.0239,0.0001,0.0,0.0127,0.0
ethisch,588,0.0122,0.0003,0.0141,0.0159,0.0094,0.0,0.0018,0.0,0.0002,0.0
entwicklung,574,0.0,0.0,0.0,0.0059,0.0,0.0237,0.0065,0.0,0.0,0.0
leben,546,0.0127,0.0,0.0009,0.0049,0.0,0.0002,0.0164,0.0,0.0049,0.0
wert,517,0.0055,0.0,0.0033,0.0102,0.0,0.0007,0.0143,0.0014,0.0022,0.0
entscheidung,511,0.0008,0.0255,0.0,0.0071,0.0,0.0052,0.0,0.0,0.0046,0.0
entwickeln,490,0.0004,0.0275,0.0,0.0058,0.0023,0.0039,0.0005,0.0,0.0001,0.0027
ökonomisch,489,0.0,0.0,0.0,0.0,0.0,0.0338,0.0,0.0,0.0,0.0
welt,466,0.0027,0.0,0.0,0.0,0.0,0.0,0.0144,0.0,0.0213,0.0
frage,466,0.0179,0.0014,0.0036,0.0052,0.0166,0.0004,0.003,0.0,0.0001,0.0
gesellschaft,447,0.0,0.0,0.0041,0.0016,0.0006,0.0101,0.0,0.0,0.0192,0.0
bedeutung,446,0.0056,0.0,0.0015,0.0022,0.009,0.0034,0.0074,0.0,0.0098,0.0031
ethik,445,0.0116,0.0,0.0134,0.0064,0.0,0.0,0.0014,0.0,0.0065,0.0
moralisch,435,0.0127,0.0,0.0039,0.0109,0.0023,0.0,0.0015,0.0,0.0009,0.0065
denken,432,0.0083,0.0062,0.0076,0.0062,0.0,0.002,0.0045,0.0069,0.0,0.0
