rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,historisch,52,40.639856159771256,0.024802857195759424
2,politisch,95,35.85968243748265,0.02188547565437964
3,kontext,61,35.53146138175747,0.021685159493274438
4,formulieren,41,30.781992176069593,0.01878651718506317
5,unterschiedlich,109,27.177714087802908,0.016586794962483664
6,modell,101,26.23975733605605,0.016014351810177324
7,verschieden,207,21.76535895156709,0.013283587613298313
8,regel,124,20.502678970009995,0.012512963053423368
9,erfassen,37,18.366365740728597,0.011209152534435142
10,begründen,78,18.270601169626175,0.011150706584918773
11,konflikt,52,17.110033627893888,0.010442402133976505
12,zusammenhang,86,17.065054738490215,0.010414951127104895
13,menschlich,199,16.64697219290202,0.010159791718235523
14,darstellung,41,16.330968073174915,0.009966931659281338
15,untersuchen,45,15.919992354365103,0.009716109608521853
16,blick,22,15.561589316820502,0.009497373121763696
17,wichtig,23,14.634218432803115,0.008931390616477243
18,wahrnehmung,43,14.570984372131644,0.008892798320023819
19,perspektive,65,14.459206649340622,0.008824579404948098
20,standpunkt,22,14.285471633313291,0.00871854741567412
