rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,entwicklung,205,108.49657290497667,0.023605741853585573
2,mensch,345,75.97093445746596,0.016529095981209104
3,maßnahme,85,69.81362828142485,0.015189442790205433
4,nachhaltig,72,62.106001407811014,0.01351248428902183
5,entscheidung,96,58.65542478379994,0.012761737801353869
6,information,64,57.18190124036368,0.012441141348855768
7,naturwissenschaftlich,67,55.678184005596584,0.012113975615281972
8,verschieden,207,49.26562283802688,0.010718786260549512
9,gesundheit,70,46.69137235245385,0.01015870320168529
10,funktion,66,45.56553406277556,0.00991375308645627
11,bedeutung,119,45.039410038494495,0.009799283591543967
12,natur,73,42.93513028338344,0.009341452681710691
13,entwickeln,159,40.05249598646413,0.0087142741520168
14,kenntnis,122,39.266623606792265,0.008543290866299154
15,lernbereich,44,39.111168921957024,0.008509468386363635
16,lebensweise,45,38.85191351126499,0.008453061846183775
17,sozial,276,36.60666661785023,0.007964560530940088
18,umgang,73,36.58893242107737,0.007960702078458207
19,lernen,171,36.21321335381319,0.007878956387568265
20,grenze,61,35.29867262209099,0.0076799785595171345
