topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,11,0.1548,59,14.3804
2,9,0.1275,44,33.0998
3,4,0.1074,41,18.0187
4,3,0.1064,38,22.2749
5,1,0.1021,35,31.823
6,5,0.0894,31,15.0285
7,10,0.0704,22,23.3946
8,2,0.0665,26,18.7297
9,8,0.063,23,44.5682
10,12,0.0456,16,24.4686
11,6,0.0433,13,24.8642
12,7,0.0236,6,24.1447
