topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,4,0.2708,384,65.5277
2,8,0.1801,215,41.4401
3,9,0.0963,92,69.0274
4,1,0.0949,99,98.9393
5,10,0.0836,90,41.6139
6,3,0.0759,81,77.4591
7,5,0.0584,49,59.3651
8,2,0.0484,51,116.2346
9,6,0.0482,51,61.6321
10,7,0.0433,43,72.9737
