rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,grundfrage,34,26.11022927417037,0.19925994931872823
2,philosophie,156,10.768158389280096,0.08217709129910222
3,philosophisch,116,10.297358598002653,0.07858418747722677
4,themenblock,8,5.647160130162757,0.04309624513501051
5,modern,17,4.795011150983925,0.036593078861738654
6,mensch,259,4.598727004594365,0.035095138393619336
7,erkenntnis,21,4.469607740005728,0.03410976603829287
8,verbindlich,30,3.4720499064484662,0.02649691357078285
9,jahrhundert,12,2.819680558375619,0.021518363521715243
10,natur,66,2.3958939136330697,0.01828424004977429
11,grundkurs,7,2.2677775293792326,0.017306521165529467
12,ethik,187,2.144743060036274,0.0163675848632739
13,lehrplan,11,2.093113144401244,0.015973571686877037
14,rahmenthema,21,1.6091689179579338,0.01228035624163468
15,konkretisierung,8,1.5827921775951324,0.01207906241565191
16,menschenbilder,25,1.5826273101099353,0.01207780423111436
17,wahlmodul,7,1.5824993455518728,0.01207682767089015
18,existentialismus,5,1.58118236484516,0.012066777146012802
19,nietzsche,9,1.526598233008325,0.011650218898698824
20,staat,26,1.449560069798627,0.011062302939187968
