term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10
verhalten,1266,0.0673,0.0791,0.0527,0.0446,0.0215,0.0378,0.0344,0.0153,0.0431,0.0243
verhaltensweise,347,0.0071,0.0024,0.0002,0.0073,0.0091,0.0005,0.0002,0.0282,0.0,0.0283
mensch,345,0.0157,0.0001,0.0001,0.0077,0.018,0.0044,0.0282,0.0144,0.0158,0.0154
sozial,276,0.0,0.0001,0.0085,0.0095,0.0339,0.0419,0.0003,0.0064,0.0,0.0054
beschreiben,225,0.0107,0.0001,0.0,0.0109,0.0001,0.0001,0.0,0.0116,0.0125,0.0
verschieden,207,0.0011,0.0001,0.0077,0.0035,0.0001,0.0001,0.0026,0.0243,0.0001,0.0022
entwicklung,205,0.0019,0.0001,0.0008,0.0175,0.0001,0.0001,0.0022,0.0043,0.0,0.0051
menschlich,199,0.0,0.0001,0.0,0.0176,0.0001,0.003,0.0,0.0,0.0052,0.0129
kompetenz,185,0.0,0.0001,0.0,0.005,0.0404,0.0001,0.0022,0.0032,0.0112,0.0015
erleben,172,0.0,0.0001,0.0253,0.0144,0.0001,0.0001,0.0,0.0,0.0002,0.0
lernen,171,0.0,0.0001,0.0,0.0025,0.0003,0.0001,0.0,0.0018,0.047,0.0011
erklären,160,0.0302,0.0001,0.0001,0.0051,0.0001,0.0001,0.001,0.0,0.0025,0.0025
entwickeln,159,0.0,0.0001,0.0,0.0017,0.0001,0.0001,0.0037,0.0113,0.0214,0.0
grundlage,154,0.0054,0.0001,0.0149,0.0071,0.0001,0.0001,0.0049,0.0027,0.0,0.0002
handeln,153,0.0,0.0027,0.0,0.0091,0.009,0.0001,0.0,0.0,0.0184,0.0
fähigkeit,149,0.0,0.0001,0.0,0.0,0.0158,0.0001,0.006,0.0,0.0292,0.0
reflektieren,148,0.0,0.0001,0.0,0.0005,0.0075,0.0001,0.0276,0.0073,0.027,0.0
erläutern,146,0.0183,0.0001,0.0024,0.0062,0.0001,0.0001,0.0,0.0043,0.0,0.002
beurteilen,141,0.0,0.0001,0.0048,0.0021,0.0001,0.0001,0.0,0.0205,0.0,0.0
psychologie,132,0.0,0.0001,0.0218,0.0078,0.0001,0.0001,0.0,0.0,0.0071,0.0
ursache,131,0.0253,0.0001,0.0,0.0,0.0001,0.0003,0.0,0.0017,0.0,0.0134
psychologisch,125,0.0,0.0001,0.0278,0.0077,0.0001,0.0001,0.0001,0.0,0.0,0.0
regel,124,0.0,0.0464,0.0,0.0,0.0001,0.0124,0.0,0.0049,0.0,0.0
kenntnis,122,0.0,0.0471,0.0,0.0054,0.0001,0.0001,0.0,0.0,0.0,0.0
