rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,mensch,697,200.10272890864653,0.053759057487581106
2,merkmal,134,113.86589563796386,0.030590903296830074
3,stammbaum,160,111.31712671333462,0.02990615793683922
4,verwandtschaft,254,109.65624678813695,0.02945995043199588
5,fitness,88,76.77664809726429,0.02062660644997464
6,reproduktiv,63,60.32111769791214,0.01620570819660162
7,verhalten,137,56.056517815523364,0.015059992336107109
8,homologie,92,50.786742997020426,0.013644228898198964
9,molekularbiologisch,63,49.7940262987353,0.013377528317237092
10,primat,50,47.59505864111123,0.01278675961875766
11,ursprünglich,60,47.38091556744151,0.012729228520252584
12,abgeleitet,54,43.93034633784889,0.011802207931426759
13,beleg,161,42.067203808415336,0.011301661102837018
14,inhalt,165,41.75774251767758,0.011218522070152724
15,angepasstheit,213,40.395638156948095,0.010852582799699442
16,unterschiedlich,96,39.96096344423271,0.01073580426800869
17,ursprung,52,39.72939240220786,0.010673591018701347
18,sozialverhalten,38,36.399932409740344,0.009779107309689181
19,heutig,38,35.961393557802054,0.0096612906488147
20,kulturell,104,35.75818275079751,0.009606696583479176
