topic_name,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,entropy,topic_total,topic_proportion
Interessen · Interessen Denkweisen · Denkweisen,0.0,0.5652,0.0435,0.0217,0.3696,1.3127,46,0.1625
Kein Thema (Ausreißer),0.129,0.2581,0.0484,0.1129,0.4516,1.9701,62,0.2191
Kriterien · Politische Wirtschaftliche · Ökologie Reflektierte,0.0,0.0625,0.0,0.0625,0.875,0.6686,16,0.0565
Naturwissenschaftliche · Naturwissenschaften · Wissenschaftlichen,0.4,0.2667,0.2,0.0,0.1333,1.8892,15,0.053
Politischen · Wissenschaft · Begründete,0.0435,0.6087,0.0435,0.087,0.2174,1.6143,23,0.0813
Position · Rahmen Diskurse · Diskurse,0.0,0.8679,0.0943,0.0,0.0377,0.6771,53,0.1873
Setzen · Humane · Fähigkeit Bereitschaft,0.1892,0.027,0.4054,0.027,0.3514,1.7943,37,0.1307
Sinnvorstellungen · Politischen · Gesellschaftlichen,0.0968,0.0,0.0,0.0645,0.8387,0.794,31,0.1095
