topic_name,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,entropy,topic_total,topic_proportion
0_angemessen_fhigkeiten_gegenber_knnen,0.2105,0.1579,0.1579,0.1053,0.3684,2.1868,19,0.0165
1_lernen_menschen_handelns_beschreiben,0.2,0.2333,0.3,0.0,0.2667,1.9839,30,0.026
2_fhigkeiten_lernen_angemessen_handelns,0.2105,0.1579,0.1579,0.1053,0.3684,2.1868,19,0.0165
3_menschen_beschreiben_eigene_knnen,0.3965,0.1573,0.0442,0.2208,0.1812,2.0754,1087,0.9411
TOTAL,0.3853,0.1593,0.0545,0.2113,0.1896,2.1099,1155,1.0
