rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,mensch,345,141.07381252061194,0.022133110368697875
2,ursache,131,112.7533728913963,0.017689908580896956
3,evolution,113,99.75871255416149,0.015651172643242072
4,tier,97,84.07797721731974,0.013191017638769145
5,kommunikation,120,76.81740359552829,0.012051904188583715
6,entwicklung,205,68.0976637096989,0.010683861730305352
7,ultimat,77,67.79022762707092,0.010635627996300814
8,proximat,72,63.44495264056672,0.009953896574003087
9,organismus,68,59.91022028040303,0.009399331413726581
10,bedeutung,119,48.95767644405146,0.007680983711791805
11,wert,114,48.115586903922825,0.007548868045538935
12,adaptiv,54,47.832004367020936,0.007504376701073656
13,kostennutzenanalyse,53,46.72808368496342,0.0073311822728682275
14,fitness,52,45.90214001734752,0.0072015997371229845
15,menschlich,199,45.13133484620249,0.007080667895692646
16,naturwissenschaftlich,67,45.12713210035906,0.0070800085257079395
17,reproduktiv,50,44.22969242240135,0.006939208960667584
18,angepasstheit,48,42.275125479222474,0.006632556399831279
19,information,64,41.91207275315905,0.0065755969548992555
20,fortpflanzung,46,40.33708595061491,0.0063284968297441435
