,text_excerpt,state,school type,grade,year,subject,doc_id
20923,"ggf. Inszenierung, Bildfolge, Film, um sich eigener Einstellungen und Emotionen bewusst zu werden und sich mit ihnen handelnd auseinanderzusetzen. nehmen die sichtbare Wirklichkeit oder Darstellungen z. B. zu dem Verhältnis Mensch und Natur differenziert wahr und gestalten auf dieser Grundlage Bilder nach eigenen Vorstellungen z. B. durch Veränderungen, Verfremdungen, um eigene Stellungnahmen bildnerisch auszudrücken. realisieren Bilder durch geeignete Verfahren, um Abstrahierung",Bayern,Realschule,,2023,Bio,20923
20924,"der Bewertung auch selbst erkennen und unter Einbeziehung der Fachsprache diskutieren. Dabei nehmen sie auch eigene Eindrücke wahr und beziehen sie in ihre Aussagen ein. Inhalte zu den Kompetenzen: Gegenstand: Mensch, Natur, Landschaft, Verfremdung gegenständlicher Motive z. B. Metamorphosen, Lernbereich : Bildende Kunst ca. Std. Überzeichnungen, Übermalungen, Weiterführen eines Bildausschnitts, Abstrahierung und Abstraktion, Stimmungen, ggf. Plastik z. B. Auguste Rodin, Alberto",Bayern,Realschule,,2023,Bio,20924
20925,"z. B. zu Konflikten in Gleichaltrigengruppen oder zu Dilemmasituationen Mobbing: Wirkung auf die Betroffenen, Rollenverteilung, Möglichkeiten zur Vermeidung bzw. Beendigung Kompetenzerwartungen Die Schülerinnen und Schüler ... erkennen die Bedürfnisse anderer Menschen und ermessen konkrete Möglichkeiten, im eigenen Lebensumfeld Hilfe zu leisten. beurteilen Vorbilder und Idole aus Geschichte und Gegenwart hinsichtlich ihres Beitrags zum Guten. verstehen soziales Engagement als Voraussetzung für eine",Bayern,Realschule,,2023,Bio,20925
20926,"als Voraussetzung für das Erkennen der Rolle des Menschen in der Natur Die Schüler setzen sich an ausgewählten Beispielen mit Notwendigkeit, Grenzen und Risiken biologischer Forschung sowie dem Einfluss des Menschen auf die Umwelt kritisch auseinander und reflektieren ihre persönliche und die gesellschaftliche Verantwortung für eine nachhaltige Entwicklung. In der Auseinandersetzung mit komplexen Fragen der Naturwissenschaft und Technik zeigen sie sich",Sachsen,Gym,,2022,Bio,20926
20927,"Inhalte zu den Kompetenzen: Erbgänge beim Menschen autosomal dominant, autosomal rezessiv, X chromosomal rezessiv; genetisch bedingte Krankheiten Methoden der genetischen Familienberatung: Familienstammbaumanalyse, Heterozygotentest, Pränataldiagnostik, Präimplantationsdiagnostik; ethische Aspekte DNA-Analytik Gentests beim Menschen: Gelelektrophorese, genetischer Fingerabdruck, DNA-Sequenzierung; personalisierte Medizin ethische Gesichtspunkte: z. B. Feststellung der Identität, Massengentests, Gentests als Teil von Gesundheitsprüfungen B Lernbereich : Evolution ca. Std. B .: Evolutionsforschung ca. Std.",Bayern,Gym,12,2024,Bio,20927
20928,"- mit Stoffwechsel und Energieumwandlung g Gesundheit und Krankheit gehören zum unmittelbaren Erfahrungsbereich der Schülerinnen und Schüler. Die Arbeitsschwerpunkte in diesem Rahmenthema betreffen verschiedene Organisationsniveaus des Lebendigen: den Organismus des Menschen, die Funktion seiner Organe sowie die Zusammensetzung des Blutes und die Funktion der Blutzellen. Eine wesentliche Erkenntnis ist die Tatsache, dass körperfremde Stoffe, die in einen Organismus eindringen, eine Immunreaktion",Bremen,,Sek1,2010,Bio,20928
20929,"B. mit Porträtfotografie, Szenischem Spiel, Ausstellungen. bewerten wertschätzend eigene und fremde bildnerische Arbeiten und begründen dabei, inwiefern die gewählten gestalterischen Verfahren die beabsichtigte Bildwirkung umsetzen. Inhalte zu den Kompetenzen: Gegenstand: Mensch z. B. Selbstinszenierung, Image, Zeitgeist, Porträt, Selbstporträt, Gefühle, eigene Vorstellungen, Stillleben, Detailstudien, Innenräume Gestaltungselemente und -prinzipien: Komposition: Wirkung, Formateinteilung, Bildschwerpunkt, Bildspannung, Anschneiden Lernbereich : Bildende Kunst ca. Std. von Bildgegenständen",Bayern,Realschule,,2023,Bio,20929
20930,"treffen zu können. erläutern die Bedeutung der DNA-Analytik beim Menschen in medizinischen sowie gesellschaftlichen Kontexten. Sie analysieren und bewerten die DNA-Analytik unter ethischen Gesichtspunkten. Inhalte zu den Kompetenzen: Erbgänge beim Menschen autosomal dominant, autosomal rezessiv, X chromosomal rezessiv; genetisch bedingte Krankheiten Methoden der genetischen Familienberatung: Familienstammbaumanalyse, Heterozygotentest, Pränataldiagnostik, Präimplantationsdiagnostik; ethische Aspekte DNA-Analytik Gentests beim Menschen: Gelelektrophorese, genetischer Fingerabdruck, DNA-Sequenzierung; personalisierte Medizin",Bayern,Gym,12,2024,Bio,20930
20931,"der Veränderung von Erbanlagen durch Mutationen Ursachen Mutagene Typen Gen-, Chromosomen- und Genommutation Anwenden der Erschließungsfelder Vielfalt, Struktur und Funktion sowie Information auf die Grundlagen der Humangenetik genetische Variabilität des Menschen Stammbaumanalysen Vererbung der Blutgruppen AB-System, Rhesus-System Vererbung des Geschlechts Erbkrankheiten des Menschen genetische Ursachen, Stammbaumanalysen, Symptome, Therapiemöglichkeiten, Diagnostik, Prophylaxe Genommutationen Trisomie Chromosomenmutation Katzenschreisyndrom Genmutationen Phenylketonurie, Hämophilie Sich positionieren zu ethischen,",Sachsen,Gym,,2022,Bio,20931
20932,"Wertmaßstäbe angemessen beachten z. B. Motive für die Kreuzzüge oder die Entdeckungsfahrten. Sie sind sich z. B. dessen bewusst, welch starkes Motiv die Religion für das Denken und Handeln der Menschen im Mittelalter und in der Frühen Neuzeit darstellt Werturteil. Die Schülerinnen und Schüler werten einfache schriftliche, bildliche und gegenständliche Quellen sowie Geschichtskarten, Schaubilder, Statistiken und Diagramme anhand vorgegebener Kriterien aus.",Bayern,Realschule,,2023,Bio,20932
