topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,151,174,210,7,822,1364
2,151,368,110,15,200,844
3,30,431,54,0,89,604
4,60,387,46,11,128,632
5,35,280,32,3,55,405
