topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,0,44,0,0,0,44
2,1,70,1,0,1,73
3,3,18,3,0,5,29
4,1,54,2,5,8,70
5,0,26,0,1,1,28
6,0,21,10,1,0,32
7,5,56,5,7,5,78
