term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5
kulturell,70,0.0006,0.0007,0.0284,0.0267,0.0162
politisch,56,0.0238,0.0008,0.0049,0.0665,0.0004
lernen,49,0.0009,0.0579,0.0237,0.002,0.0003
unterschiedlich,41,0.01,0.0355,0.0065,0.0189,0.0107
sozial,39,0.0005,0.0007,0.0161,0.0251,0.0031
sinn,38,0.0005,0.0007,0.008,0.036,0.0003
entwickeln,37,0.0616,0.0265,0.0002,0.0002,0.0037
position,36,0.0405,0.0356,0.0002,0.0083,0.0024
empathie,34,0.0271,0.0315,0.0058,0.0027,0.0039
fähigkeit,33,0.0114,0.0234,0.0075,0.0134,0.0019
mensch,32,0.0005,0.0015,0.0072,0.0221,0.0005
inhalt,31,0.0005,0.0007,0.0237,0.0037,0.0003
setzen,29,0.0005,0.0177,0.018,0.0009,0.0003
historisch,28,0.0005,0.0007,0.0169,0.0004,0.0005
verschieden,27,0.0055,0.0079,0.0002,0.0175,0.0105
handeln,26,0.0255,0.0006,0.0002,0.0116,0.0004
umgang,26,0.0007,0.0304,0.0002,0.0033,0.0171
wert,26,0.03,0.0027,0.0098,0.0005,0.0004
aufgabe,25,0.0005,0.0007,0.0148,0.0002,0.0113
auseinandersetzung,25,0.0011,0.0008,0.0002,0.0148,0.0189
fremdsprache,25,0.0005,0.0006,0.0194,0.0003,0.0003
konflikt,24,0.0172,0.0007,0.0093,0.0122,0.0004
möglichkeit,24,0.0055,0.0095,0.0004,0.0201,0.0007
phänomen,24,0.0005,0.0159,0.0128,0.0004,0.0003
verstehen,23,0.0045,0.0048,0.0086,0.0002,0.0158
inhaltlich,22,0.0005,0.0006,0.0169,0.0002,0.0003
wahrnehmung,22,0.0006,0.0059,0.0002,0.0049,0.0197
ökonomisch,22,0.0005,0.0006,0.0161,0.0108,0.0003
authentisch,21,0.0005,0.0006,0.0171,0.0002,0.0003
betrachten,19,0.0045,0.0006,0.0122,0.0002,0.0003
kommunikation,19,0.0005,0.0006,0.0129,0.0018,0.0003
sprache,19,0.0005,0.0006,0.013,0.0008,0.0003
vertreten,19,0.0117,0.0006,0.0002,0.022,0.0006
begreifen,18,0.0005,0.0006,0.0122,0.002,0.0003
sprachlich,18,0.0005,0.0006,0.0122,0.002,0.0003
vielfalt,18,0.0022,0.0007,0.0002,0.0057,0.0158
insbesondere,17,0.0145,0.0006,0.0002,0.0083,0.0004
konzept,17,0.0187,0.0006,0.0019,0.0058,0.0003
medium,16,0.0005,0.0007,0.0002,0.003,0.0178
einnehmen,15,0.0132,0.0139,0.0002,0.0052,0.0003
fachlich,15,0.0005,0.0007,0.0002,0.0003,0.0196
formulieren,15,0.0006,0.0006,0.0002,0.0183,0.0035
toleranz,15,0.0396,0.0007,0.0002,0.0002,0.0003
bedürfnis,14,0.0005,0.0153,0.0002,0.0003,0.0087
fachspezifisch,14,0.0005,0.0006,0.013,0.0002,0.0003
geeignet,14,0.0005,0.0007,0.0002,0.003,0.0158
lernprozesse,14,0.0005,0.0007,0.0002,0.0002,0.0188
miteinander,14,0.0006,0.0007,0.0002,0.0002,0.0188
problem,14,0.0093,0.0199,0.0002,0.0025,0.0003
reflexion,14,0.0006,0.0007,0.0002,0.0002,0.0187
sozialkompetenz,14,0.0005,0.0173,0.0002,0.0057,0.0004
wertvorstellung,14,0.0152,0.023,0.0002,0.0002,0.0003
arbeit,13,0.0005,0.0209,0.0002,0.0002,0.0064
austausch,13,0.0005,0.0007,0.0002,0.0003,0.0177
bereiten,13,0.0005,0.014,0.006,0.0015,0.0003
dialog,13,0.0006,0.0007,0.0002,0.0002,0.0178
interesse,13,0.0148,0.0006,0.0002,0.0025,0.0055
kontext,13,0.0187,0.0006,0.0002,0.0002,0.0024
kultur,13,0.0005,0.0007,0.0002,0.0002,0.0178
verbunden,13,0.0005,0.0007,0.0002,0.0002,0.0178
zunehmend,13,0.0005,0.0027,0.0127,0.0002,0.0003
zusammenhang,13,0.0169,0.0081,0.0002,0.0002,0.0026
einflussnahme,12,0.0005,0.0006,0.0002,0.0165,0.0005
fremdsprachlich,12,0.0006,0.0006,0.0119,0.0002,0.0003
gesellschaft,12,0.0154,0.0012,0.0002,0.0099,0.0004
projekt,12,0.0005,0.0056,0.0002,0.0002,0.0158
urteil,12,0.0007,0.003,0.0002,0.0141,0.0004
berücksichtigen,11,0.0005,0.0006,0.0002,0.0151,0.0003
demokratisch,11,0.0327,0.0007,0.0002,0.0003,0.0003
differenz,11,0.0005,0.0006,0.0003,0.015,0.0004
gestaltung,11,0.0005,0.0006,0.0002,0.0168,0.0004
gleichaltrig,11,0.0005,0.0007,0.0002,0.0002,0.0158
tolerant,11,0.0005,0.0007,0.0002,0.0002,0.0158
unterstützen,11,0.0005,0.0007,0.0002,0.0002,0.0158
vornehmen,11,0.0094,0.018,0.0002,0.0002,0.0004
berücksichtigung,10,0.0005,0.0006,0.0002,0.0153,0.0004
erfahrung,10,0.016,0.0047,0.0002,0.0003,0.0003
handlungsalternative,10,0.0005,0.0006,0.0002,0.0153,0.0004
geschlechtsspezifisch,9,0.0005,0.0006,0.0002,0.0138,0.0004
gruppenarbeit,9,0.0005,0.0006,0.0002,0.0138,0.0004
sachverhalt,9,0.0145,0.0006,0.0002,0.0024,0.0003
freiheitlich,8,0.0233,0.0006,0.0002,0.0002,0.0003
grundordnung,8,0.0232,0.0006,0.0002,0.0002,0.0003
vorstellung,7,0.0006,0.0207,0.0002,0.0002,0.0003
einsetzen,6,0.0005,0.016,0.0002,0.0002,0.0003
umzugeh,6,0.0005,0.016,0.0002,0.0002,0.0003
