topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,11,0.1562,45,10.1651
2,1,0.1251,34,13.507
3,13,0.1038,26,17.8791
4,10,0.0966,31,19.2748
5,5,0.0687,16,25.612
6,2,0.0619,19,19.8028
7,7,0.0558,13,27.173
8,14,0.0553,12,21.5185
9,4,0.0511,11,22.2822
10,12,0.05,15,25.6284
11,9,0.0425,11,34.7976
12,6,0.0422,11,59.4067
13,3,0.0374,9,21.9179
14,8,0.0355,10,22.299
15,15,0.0178,4,60.7649
