rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,politisch,214,76.18960199031602,0.030741934436065647
2,medium,148,68.41237776159247,0.027603882640436245
3,kommunikation,89,63.21761416059684,0.02550783438895744
4,gestalten,71,63.08409471064086,0.025453960289746266
5,leistung,95,57.154771449694195,0.023061522710646827
6,entscheidung,67,50.62645401420263,0.020427395463135878
7,digital,51,41.3603042481356,0.016688573351695993
8,gruppe,49,38.648164667763574,0.015594245320269175
9,wirtschaftlich,69,38.60227974087605,0.015575731095530749
10,einzeln,101,38.491540043467296,0.015531048456059258
11,nutzen,38,38.460554416263946,0.01551854598728318
12,fachkonzept,20,36.53844612808714,0.014742989672109618
13,formulieren,44,31.394398775128508,0.012667405047310409
14,volk,31,31.367147521776918,0.012656409370447026
15,beziehung,67,30.730074794335234,0.012399355290803625
16,erweitert,27,28.58482522648745,0.011533763138581106
17,bewertung,29,28.032141010506514,0.011310759192009842
18,prozeß,39,26.858715268234292,0.01083729068328723
19,rahmenplan,21,25.225187392088454,0.010178174405526076
20,erhalten,25,24.991097216752678,0.010083720770984
