topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,10,0.1656,142,46.4973
2,6,0.1537,123,28.3099
3,8,0.1375,116,29.4539
4,3,0.0692,42,57.7103
5,1,0.0671,51,29.9737
6,13,0.0656,39,27.6642
7,9,0.0646,42,49.2453
8,2,0.0571,40,42.9561
9,7,0.0553,34,37.3566
10,11,0.0414,28,83.2435
11,5,0.0375,29,67.064
12,12,0.0352,22,75.3315
13,15,0.0239,18,42.3793
14,4,0.0197,10,90.4897
15,14,0.0066,2,70.5244
