term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7
kompetenz,885,0.0082,0.0055,0.0253,0.0243,0.0112,0.01,0.0027
unterricht,727,0.0097,0.0011,0.0023,0.0,0.0145,0.0132,0.0248
fach,631,0.0038,0.0,0.0027,0.0455,0.0,0.0103,0.0093
fähigkeit,500,0.003,0.0,0.0253,0.0076,0.0021,0.0067,0.0
entwickeln,491,0.0012,0.0008,0.0246,0.0008,0.003,0.009,0.0019
inhalt,431,0.0,0.0137,0.0,0.0186,0.0,0.0053,0.0047
medium,427,0.0081,0.0,0.0039,0.0,0.0,0.0031,0.0174
sozial,393,0.0113,0.0126,0.004,0.0,0.0,0.0015,0.0
entwicklung,379,0.0068,0.0085,0.0005,0.0073,0.009,0.0001,0.0042
ziel,367,0.0083,0.0004,0.0105,0.0048,0.002,0.0007,0.0042
bildung,364,0.0087,0.0,0.0008,0.0058,0.0,0.0098,0.0067
nutzen,356,0.0063,0.0,0.0079,0.0,0.0,0.0038,0.0096
kennen,355,0.0081,0.0097,0.0044,0.0,0.0,0.0037,0.0011
lernende,351,0.0003,0.0,0.0107,0.0,0.0088,0.0084,0.0059
unterschiedlich,349,0.0077,0.0011,0.0117,0.004,0.0,0.0021,0.0019
leben,339,0.0082,0.0115,0.0,0.0015,0.0,0.0,0.0038
wissen,339,0.0038,0.0,0.0108,0.0,0.0093,0.0081,0.0013
individuell,308,0.0032,0.0024,0.0,0.0,0.0013,0.0172,0.0049
handeln,299,0.0073,0.0033,0.0073,0.0028,0.0,0.0015,0.0022
reflektieren,287,0.0068,0.0001,0.0111,0.0,0.0,0.0046,0.0001
mensch,286,0.0064,0.0087,0.0026,0.0,0.0,0.001,0.0015
fördern,281,0.0019,0.0003,0.0018,0.0,0.0047,0.0109,0.0077
geschichte,265,0.002,0.0,0.0075,0.0124,0.0,0.0009,0.0019
digital,262,0.002,0.0,0.0,0.0,0.0,0.0,0.0165
angemessen,256,0.0,0.0028,0.0134,0.0032,0.0,0.0,0.0014
zusammenhang,250,0.0081,0.0039,0.0025,0.0,0.0,0.0,0.0046
ermöglichen,243,0.0023,0.0,0.0035,0.0,0.0063,0.0063,0.0049
politisch,237,0.0045,0.0126,0.0,0.0,0.0,0.0,0.0019
bezug,232,0.0,0.0148,0.0014,0.0016,0.0,0.0,0.0
problem,230,0.0037,0.0003,0.0092,0.0,0.0,0.0,0.0038
historisch,225,0.0008,0.005,0.0091,0.0,0.0,0.0,0.001
aufgabe,223,0.0041,0.0,0.0031,0.0031,0.0019,0.0094,0.0
fachübergreifend,222,0.0,0.0142,0.0,0.0,0.0,0.0,0.002
bedeutung,221,0.0079,0.0024,0.0016,0.0,0.0,0.006,0.0
selbstständig,217,0.0029,0.0,0.003,0.005,0.0,0.0,0.0071
verstehen,214,0.0,0.0,0.0015,0.0165,0.0,0.0056,0.0013
umgang,212,0.0046,0.0021,0.0013,0.0038,0.0,0.0,0.005
gesellschaft,201,0.0034,0.009,0.0,0.0,0.0,0.0028,0.0007
gesellschaftlich,199,0.0092,0.0052,0.0,0.0,0.0,0.002,0.0
welt,196,0.0027,0.0029,0.0009,0.0,0.0,0.0003,0.0072
thema,195,0.001,0.0046,0.0034,0.0103,0.0,0.0,0.0
beschreiben,189,0.0016,0.0008,0.0084,0.0011,0.0,0.0041,0.0
erwerb,188,0.0,0.0,0.0079,0.0035,0.0074,0.0,0.0016
frage,186,0.0071,0.0031,0.0024,0.0,0.0016,0.0,0.0
lernkompetenz,181,0.0,0.0,0.0014,0.0157,0.0,0.0032,0.0006
methode,179,0.0053,0.0,0.0007,0.0,0.0,0.0027,0.0054
erkennen,175,0.009,0.0011,0.0026,0.0,0.0,0.0,0.0
bewusst,171,0.0,0.0019,0.0086,0.0,0.0019,0.0,0.0016
jahrgangsstufe,164,0.0025,0.0,0.0,0.0,0.0236,0.0,0.0
anforderung,157,0.0,0.0016,0.0021,0.0,0.0056,0.0076,0.0
kommunikation,157,0.0,0.0,0.0035,0.0,0.0023,0.0028,0.0053
sprachbildung,151,0.0,0.0083,0.0,0.0052,0.0,0.0,0.0
erreichen,148,0.0,0.0,0.0074,0.0,0.0097,0.0,0.0
stellen,147,0.0025,0.0005,0.0001,0.0,0.0,0.008,0.0017
entscheidung,147,0.0,0.0019,0.0099,0.0,0.0,0.0,0.0
vielfältig,146,0.0068,0.0018,0.0028,0.0,0.0,0.0,0.0
bilden,144,0.0004,0.0,0.0087,0.0,0.0,0.0028,0.0
kritisch,143,0.0083,0.0,0.0,0.0,0.0,0.002,0.0009
biologie,140,0.0037,0.0004,0.0,0.0115,0.0,0.0,0.0
leitperspektiven,140,0.0,0.0081,0.0,0.004,0.0,0.0,0.0
unterstützen,139,0.0,0.0,0.0005,0.0,0.0,0.0104,0.0024
klassenstuf,138,0.0082,0.0,0.0,0.0012,0.0,0.0,0.0011
information,134,0.0,0.0,0.0,0.0,0.0,0.0027,0.0076
einsetzen,132,0.0,0.0,0.0094,0.0,0.0,0.0011,0.0
naturwissenschaftlich,132,0.0002,0.0,0.0,0.0,0.0,0.0029,0.007
strukturieren,128,0.0014,0.0,0.0,0.0091,0.0,0.0042,0.0
beitrag,127,0.0,0.0,0.0,0.0099,0.0,0.0061,0.0
denken,125,0.0,0.0052,0.0009,0.0,0.0,0.0038,0.0
beruf,124,0.0,0.0,0.0,0.0,0.0,0.0131,0.0
demokratie,124,0.0,0.008,0.0,0.0,0.0,0.0018,0.0
treffen,119,0.0,0.0,0.0088,0.0,0.0,0.0012,0.0
beruflich,119,0.0,0.0,0.0,0.0,0.0121,0.0039,0.0011
bereich,116,0.0,0.0,0.0037,0.0098,0.0,0.0,0.0
globales,114,0.0,0.0081,0.0,0.0,0.0,0.0,0.0
fachbezoge,113,0.0,0.0081,0.0,0.0,0.0,0.0,0.0
selbstregulation,107,0.007,0.0001,0.0,0.0003,0.0,0.0,0.0
meinung,106,0.0001,0.0,0.0082,0.0,0.0,0.0,0.0
planen,105,0.0,0.0,0.0013,0.0088,0.0,0.0025,0.0
biologisch,105,0.001,0.0002,0.0,0.0,0.0,0.0002,0.0059
didaktisch,104,0.0,0.0,0.0,0.0154,0.0,0.0,0.0
tragen,103,0.0018,0.0002,0.0,0.0,0.0,0.0015,0.0049
förderschwerpunkt,103,0.0,0.0,0.0,0.0,0.0178,0.0,0.0
miteinander,102,0.0075,0.0,0.0,0.0,0.0,0.0,0.0
niveaustuf,102,0.0,0.0,0.0,0.0,0.0184,0.0,0.0
gestalten,102,0.0,0.0,0.0017,0.0,0.0,0.0077,0.0005
kenntnis,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0071
