term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7
politik,100,0.0,0.0066,0.0001,0.0,0.0,0.0,0.001
gymnasial,96,0.0,0.0,0.0,0.0,0.0125,0.0,0.0016
sonderpädagogisch,92,0.0,0.0,0.0,0.0,0.016,0.0,0.0
gymnasium,88,0.0029,0.0,0.0,0.0,0.0085,0.0,0.0
wesentlich,88,0.0,0.0027,0.0001,0.0004,0.0078,0.0,0.0
grundsatz,86,0.0,0.001,0.0,0.0096,0.0,0.0008,0.0
niveaustufen,86,0.0,0.0,0.0,0.0,0.0133,0.0013,0.0
standard,84,0.0,0.0,0.0,0.0,0.0031,0.0071,0.0
kerncurriculum,80,0.0,0.0014,0.0,0.0,0.0096,0.0007,0.0
rechtserziehung,75,0.0,0.0053,0.0,0.0,0.0,0.0,0.0
lernprozesse,74,0.0,0.0,0.0,0.0,0.0,0.0082,0.0
dar,73,0.0,0.0,0.0,0.0,0.0,0.0064,0.0006
gehören,69,0.0008,0.0,0.0,0.0082,0.0,0.0,0.0
durchführen,68,0.0,0.0011,0.0,0.0076,0.0,0.0,0.0
psychologie,62,0.0,0.0,0.0,0.0,0.0112,0.0,0.0
religionsunterricht,57,0.0,0.0,0.0,0.0076,0.0,0.0,0.0
gesellschaftswissenschaftlich,55,0.0,0.0,0.0,0.0078,0.0,0.0,0.0
unterstützung,54,0.0,0.0,0.0,0.0,0.0091,0.0,0.0
schriftlich,51,0.0,0.0,0.0,0.0,0.0093,0.0,0.0
kompetenzorientiert,46,0.0,0.0,0.0,0.0,0.0079,0.0,0.0
