topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,4,0.4103,142,16.6179
2,5,0.2514,81,26.7113
3,1,0.1745,50,24.3519
4,2,0.1243,30,24.5861
5,3,0.0395,9,33.788
