topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,2,0.2774,369,34.4775
2,5,0.2053,247,30.2604
3,6,0.1409,160,58.2903
4,3,0.1357,152,29.0527
5,4,0.117,109,35.0425
6,1,0.0725,67,54.9637
7,7,0.0512,51,83.7341
