topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,11,0.1844,286,49.4208
2,8,0.114,188,121.5039
3,5,0.0953,147,40.147
4,1,0.0833,115,42.078
5,2,0.0785,86,55.5903
6,12,0.0758,108,47.9882
7,10,0.0711,74,41.5727
8,7,0.0689,86,45.546
9,9,0.0623,76,54.3256
10,4,0.0588,61,35.521
11,6,0.0551,50,53.4411
12,3,0.0524,66,62.4949
