rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,antik,83,84.39715664007312,0.018290525261526275
2,mittelalter,105,83.977209046728,0.01819951435108348
3,europäisch,172,76.3387656348713,0.016544113295581964
4,römisch,76,76.09024798934362,0.016490254629550782
5,antike,84,73.43748670790961,0.015915349038385058
6,gesellschaft,356,72.39719850427399,0.015689898105849368
7,religion,311,70.17435368946525,0.015208163876210554
8,griechisch,98,66.34848610879723,0.014379023056574972
9,herrschaft,126,60.91491841482583,0.013201461973674597
10,lernbereich,63,58.78898751790006,0.01274073089785993
11,inhalt,107,58.783529728520854,0.012739548087461017
12,islam,85,57.259885323763115,0.012409344350934041
13,reich,57,56.94148543895146,0.012340340827968798
14,europa,118,56.570471992911855,0.012259934910550352
15,geschichte,270,55.395167199352514,0.012005223225081284
16,mittelmeerraum,43,45.54049313544935,0.009869521359216002
17,stadt,43,42.1922214775037,0.009143884977847332
18,entwicklung,243,42.16099559201869,0.009137117713759127
19,historisch,258,37.08457862700634,0.008036958224588466
20,imperium,39,36.87431127018755,0.007991389149104444
