rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,revolution,97,56.06354402966381,0.039251073579692264
2,französisch,75,38.29659926824056,0.026812122953453487
3,familie,52,38.05559331016355,0.02664339044184809
4,welt,269,33.70382025199789,0.02359663755698222
5,inhaltsfeld,38,31.59039943768746,0.022116994460508334
6,fenster,31,29.418892215189288,0.0205966840476666
7,mensch,374,23.069093645797523,0.016151078348327522
8,nationalstaat,30,22.501579147650663,0.015753751463096752
9,aufzeigen,16,20.37629287519416,0.014265801150609159
10,europa,118,19.91949678104597,0.013945990168041954
11,vernetzung,20,19.09662576749985,0.013369883693535005
12,form,89,18.175394745807978,0.012724913646739701
13,lehnwort,18,17.187795436814874,0.012033477994294488
14,geschichte,270,16.8464080248959,0.011794466660702692
15,einsicht,24,16.594458269018897,0.011618072203707943
16,bürgerrecht,23,16.43866534931914,0.011508998839542903
17,integration,28,16.13982051191269,0.011299772310878475
18,neuzeit,56,15.885207034884921,0.011121512935839496
19,moderne,22,15.557336267294387,0.010891964842759312
20,charakterisier,16,15.265381076540711,0.010687561876935706
