topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,1,0.3282,203,39.4328
2,3,0.2277,133,17.9318
3,5,0.1956,109,24.7073
4,2,0.1594,79,17.9739
5,4,0.0892,45,16.8766
