topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,13,218,39,3,48,321
2,7,23,386,2,107,525
3,7,81,53,1,22,164
4,23,51,61,2,12,149
5,59,48,97,5,98,307
