term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5
mensch,374,0.0005,0.0037,0.0044,0.0051,0.0233
leben,366,0.0043,0.0066,0.0021,0.0302,0.0071
gesellschaft,356,0.0072,0.0071,0.0139,0.0024,0.0096
bildung,336,0.0359,0.0138,0.002,0.0052,0.0031
religion,311,0.0001,0.0018,0.0095,0.0135,0.0082
kulturell,290,0.0009,0.0169,0.0,0.0065,0.0106
politisch,285,0.0102,0.0165,0.0051,0.0011,0.0073
geschichte,270,0.008,0.0045,0.009,0.0027,0.0071
welt,269,0.0006,0.0044,0.0047,0.0141,0.0077
kompetenz,263,0.0,0.0033,0.007,0.0191,0.0029
historisch,258,0.0,0.0062,0.0036,0.0,0.0168
entwicklung,243,0.0014,0.0073,0.0073,0.0016,0.0089
sozial,241,0.0,0.0063,0.0021,0.0144,0.0087
verschieden,216,0.0021,0.0042,0.0,0.0078,0.012
gesellschaftlich,191,0.0004,0.0005,0.0041,0.011,0.0072
unterschiedlich,190,0.0,0.0037,0.0,0.0059,0.0127
europäisch,171,0.0,0.001,0.0141,0.0,0.0006
thema,171,0.0131,0.0051,0.0028,0.0059,0.0
wissenschaft,157,0.0139,0.0009,0.0046,0.0045,0.0
natur,148,0.0001,0.0,0.002,0.0038,0.0085
wirtschaft,144,0.0,0.0,0.0071,0.0,0.0066
aspekt,143,0.0001,0.0015,0.0079,0.0019,0.0018
vielfalt,143,0.0,0.0151,0.0006,0.002,0.002
perspektive,143,0.0016,0.0,0.0034,0.0013,0.0086
demokratie,142,0.0057,0.0092,0.004,0.0025,0.0
beschreiben,140,0.0,0.0,0.0062,0.0051,0.0033
handeln,137,0.0014,0.0,0.0,0.0079,0.0076
frage,135,0.0042,0.0019,0.0013,0.0069,0.0032
kunst,135,0.0083,0.0,0.0025,0.0061,0.0028
lernen,129,0.0165,0.002,0.0026,0.0,0.0001
herrschaft,126,0.0,0.0056,0.0075,0.0,0.0
auseinandersetzung,124,0.0019,0.0065,0.0021,0.0016,0.0035
deutsch,123,0.011,0.0,0.0047,0.0,0.0009
zusammenleben,121,0.0,0.0021,0.0025,0.0098,0.0013
europa,118,0.0,0.0031,0.0096,0.0,0.0
bezug,116,0.0074,0.0005,0.0055,0.0,0.0012
grundlage,114,0.0,0.0024,0.0065,0.0008,0.0015
interkulturell,114,0.0,0.0077,0.0007,0.0055,0.0018
wert,111,0.0049,0.0077,0.0,0.0059,0.0
inhalt,107,0.0021,0.0,0.0068,0.0,0.0018
mittelalter,105,0.0,0.0,0.0089,0.0,0.0
begriff,102,0.0,0.0024,0.0,0.0,0.007
umwelt,101,0.0,0.0,0.0012,0.0,0.0083
ethik,100,0.0008,0.0012,0.0,0.0117,0.0005
griechisch,98,0.0079,0.0,0.005,0.0,0.0
revolution,97,0.0,0.0,0.0073,0.0,0.0008
demokratisch,96,0.0035,0.0102,0.0001,0.0,0.0026
möglichkeit,95,0.0005,0.0003,0.0013,0.0073,0.0024
mitin,86,0.0,0.0,0.0,0.0126,0.0
republik,86,0.0,0.0,0.0071,0.0,0.0
antike,84,0.0,0.0,0.0071,0.0001,0.0
konflikt,84,0.0,0.0065,0.0016,0.0023,0.001
antik,83,0.0,0.0,0.0072,0.0,0.0
beitrag,83,0.0,0.0089,0.0011,0.0,0.0009
lernende,80,0.0008,0.0,0.0,0.0007,0.0067
global,80,0.0013,0.0066,0.0013,0.0026,0.0
land,78,0.0149,0.0,0.0,0.0013,0.0
römisch,76,0.0,0.0,0.0063,0.0004,0.0
menschenrecht,72,0.0004,0.0063,0.0005,0.003,0.0
unterschied,70,0.0,0.0064,0.0013,0.0006,0.0009
weimarer,68,0.0,0.0,0.0056,0.0,0.0
globalisierung,64,0.0001,0.0073,0.0001,0.0024,0.0
wissen,62,0.0075,0.0,0.0007,0.0,0.0013
inhaltsbezogen,62,0.0,0.0,0.0,0.0066,0.0014
musik,58,0.009,0.0,0.0,0.0023,0.0
projekt,57,0.0,0.0,0.0,0.0092,0.0
religionsunterricht,56,0.0113,0.0,0.0,0.0,0.0
methodischdidaktisch,55,0.0,0.0,0.0,0.0062,0.001
sport,54,0.0122,0.0,0.0,0.0,0.0
gemeinschaft,53,0.0008,0.0,0.0,0.0072,0.0
spiel,52,0.0111,0.0,0.0,0.0,0.0
hintergrund,48,0.0,0.0065,0.0,0.0,0.0
englisch,47,0.0095,0.0,0.0,0.0,0.0
funktion,43,0.0073,0.0,0.0007,0.0,0.0
bild,43,0.0005,0.0,0.0,0.0062,0.0
jugend,37,0.0084,0.0,0.0,0.0,0.0
latein,36,0.0073,0.0,0.0,0.0,0.0
engagement,32,0.0,0.0,0.0,0.0062,0.0
