topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,7,0.247,182,22.6073
2,4,0.1521,104,22.3943
3,1,0.1441,86,21.7945
4,6,0.137,77,30.1887
5,5,0.1101,63,50.7707
6,2,0.1058,65,30.8732
7,3,0.1039,63,24.2166
