topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,1,0.211,143,50.2814
2,4,0.186,131,25.0735
3,7,0.1237,88,21.4777
4,8,0.123,77,27.9198
5,6,0.0836,40,43.0971
6,5,0.0698,33,32.6727
7,2,0.066,41,30.0663
8,10,0.0652,35,32.2951
9,9,0.0426,22,30.9555
10,3,0.0293,13,50.548
