term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12
ethisch,76,0.0003,0.0026,0.0001,0.0001,0.0124,0.0175,0.0094,0.0001,0.0071,0.0001,0.0001,0.0001
selbstverwirklichung,74,0.0003,0.0038,0.0021,0.0001,0.0139,0.0096,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
wahrnehmen,73,0.0003,0.0015,0.0001,0.0001,0.0018,0.0,0.0129,0.0001,0.0001,0.0001,0.0001,0.0265
handeln,73,0.0003,0.0033,0.0001,0.0001,0.0098,0.0034,0.0115,0.0001,0.0165,0.0043,0.0001,0.0001
menschlich,70,0.0003,0.0024,0.0001,0.0071,0.0072,0.001,0.0036,0.0001,0.0009,0.0003,0.0096,0.0116
welt,70,0.0003,0.0,0.0001,0.0001,0.0,0.0048,0.0325,0.0001,0.0001,0.0076,0.0001,0.0028
zusammenhang,70,0.0003,0.0084,0.0001,0.0001,0.003,0.0012,0.0022,0.0001,0.0001,0.0104,0.0161,0.0001
handlung,68,0.0003,0.0001,0.0001,0.0001,0.0,0.0262,0.0013,0.0001,0.0001,0.0109,0.0001,0.0001
bedeutung,67,0.0003,0.0066,0.0001,0.0001,0.0106,0.0001,0.0001,0.0001,0.0001,0.0041,0.0061,0.0105
unglück,67,0.0003,0.0029,0.0001,0.0028,0.0022,0.0,0.0001,0.0001,0.0001,0.0001,0.0425,0.0001
ding,66,0.0003,0.0,0.0001,0.0001,0.0178,0.0144,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
thema,65,0.0003,0.0,0.0084,0.0001,0.0097,0.0,0.0001,0.0081,0.0265,0.0002,0.0053,0.0034
gelingend,65,0.0003,0.0178,0.0001,0.0001,0.0024,0.0,0.0001,0.0001,0.0001,0.0096,0.0001,0.0001
religion,63,0.0003,0.0,0.0001,0.0029,0.0,0.0,0.0332,0.0001,0.0001,0.0043,0.0001,0.0001
situation,63,0.0028,0.0,0.0045,0.0001,0.0,0.0266,0.0039,0.0001,0.0001,0.0001,0.0001,0.0001
positiv,61,0.0003,0.0002,0.037,0.0001,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
etc,61,0.0003,0.0062,0.0045,0.0001,0.0039,0.0027,0.0001,0.0001,0.024,0.0001,0.0001,0.0001
bedürfnis,60,0.0003,0.0019,0.0001,0.0013,0.0039,0.0171,0.0019,0.0001,0.0001,0.0025,0.0001,0.0001
werbung,58,0.0005,0.0027,0.0001,0.0159,0.0114,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
inhalt,57,0.0003,0.0063,0.0001,0.0001,0.0,0.0,0.0001,0.0001,0.0001,0.0231,0.0088,0.0001
natur,55,0.0003,0.0021,0.0001,0.0001,0.0,0.0,0.0197,0.0001,0.0001,0.0065,0.0001,0.0058
definieren,53,0.0003,0.0,0.0153,0.0001,0.0,0.0155,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
gesellschaftlich,53,0.0063,0.0035,0.0029,0.0027,0.0,0.0001,0.0146,0.0031,0.0001,0.0001,0.0042,0.0011
weg,52,0.0003,0.0,0.0001,0.0001,0.0121,0.0121,0.0026,0.0001,0.0001,0.0001,0.0001,0.0001
prüfen,51,0.0003,0.0152,0.0001,0.0001,0.0,0.0129,0.0015,0.0001,0.0001,0.0001,0.0001,0.0008
denken,51,0.0003,0.0,0.0001,0.0113,0.0007,0.0151,0.0013,0.0001,0.0001,0.0001,0.0019,0.0001
erfolg,51,0.0003,0.0127,0.0001,0.0001,0.0008,0.0,0.0001,0.0001,0.0001,0.0089,0.0001,0.0001
regel,50,0.0003,0.0072,0.0001,0.0016,0.0,0.0064,0.0036,0.0001,0.0001,0.0001,0.0114,0.0001
weltanschauung,50,0.0003,0.0,0.0001,0.0001,0.0,0.0,0.0285,0.0001,0.0001,0.0033,0.0001,0.0001
kriterium,49,0.0003,0.0023,0.0001,0.0001,0.0008,0.0011,0.0104,0.0001,0.0001,0.0171,0.0001,0.0001
persönlich,48,0.0059,0.0033,0.0001,0.0048,0.0,0.0,0.0017,0.0001,0.0001,0.0195,0.0001,0.0016
brauchen,48,0.0003,0.0,0.0001,0.0001,0.0135,0.0,0.0013,0.0131,0.0001,0.0001,0.0001,0.0001
gerechtigkeit,48,0.0003,0.0087,0.0001,0.0053,0.0004,0.0,0.0148,0.0001,0.001,0.0001,0.0001,0.0003
medium,47,0.0039,0.002,0.0001,0.0001,0.0,0.0001,0.009,0.0001,0.0001,0.0001,0.0001,0.0154
argumentieren,47,0.0003,0.0,0.0001,0.0001,0.0,0.0,0.0036,0.0001,0.0001,0.0001,0.0001,0.0249
glücksbegriff,47,0.0003,0.0,0.0257,0.0001,0.0,0.0002,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
lebensgestaltung,47,0.0262,0.0038,0.0001,0.0001,0.0,0.0,0.0073,0.0001,0.0001,0.0118,0.0001,0.0001
philosophisch,45,0.0003,0.0,0.0001,0.0036,0.0008,0.0,0.0055,0.0001,0.0001,0.023,0.0001,0.0001
zusammenleben,45,0.0003,0.0091,0.0001,0.0001,0.0058,0.0,0.0121,0.0001,0.0001,0.0001,0.0001,0.0001
interpretieren,45,0.0003,0.0,0.0001,0.0016,0.0,0.0,0.0061,0.0001,0.0001,0.0001,0.0047,0.0166
diskussion,44,0.0003,0.0,0.0001,0.0137,0.0092,0.0103,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
möglichkeit,43,0.0003,0.0104,0.0001,0.0077,0.0013,0.0,0.0001,0.0001,0.0001,0.0039,0.0001,0.0001
entwickeln,43,0.0003,0.0067,0.0001,0.0001,0.0,0.0145,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
umgang,43,0.0003,0.0116,0.0001,0.0001,0.0,0.0,0.0001,0.0188,0.0001,0.0007,0.0001,0.0001
unterschiedlich,43,0.0003,0.0045,0.0001,0.0114,0.0,0.0,0.0001,0.0034,0.0001,0.0062,0.0001,0.0023
beziehung,42,0.0003,0.0104,0.0001,0.0001,0.0,0.0055,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
materiell,40,0.0003,0.0,0.0001,0.0061,0.0,0.0043,0.0001,0.031,0.0001,0.0001,0.0001,0.0001
denkanstöße,40,0.0003,0.0,0.0001,0.0001,0.0188,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
zukunft,40,0.0003,0.007,0.0001,0.0001,0.0,0.0,0.0001,0.0001,0.0001,0.0114,0.0001,0.0031
inhaltsbezogen,40,0.0003,0.0,0.0034,0.0001,0.0,0.0153,0.0013,0.0001,0.0001,0.0001,0.0001,0.0001
zufall,39,0.0003,0.001,0.0157,0.0001,0.0022,0.0,0.0001,0.0001,0.0001,0.0013,0.0001,0.0001
allgemein,38,0.0003,0.0,0.0148,0.0001,0.0076,0.0,0.0001,0.0001,0.0135,0.0001,0.0001,0.0001
argument,38,0.0003,0.0,0.0001,0.0001,0.0,0.0188,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
scheinen,38,0.0003,0.0,0.0001,0.0001,0.018,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
liebe,38,0.0042,0.0075,0.0001,0.0001,0.0,0.0,0.0014,0.0001,0.0001,0.0001,0.0107,0.0001
philosophie,37,0.0144,0.0,0.0001,0.0001,0.0008,0.0,0.0001,0.0001,0.0051,0.0001,0.0001,0.0214
methodischdidaktisch,36,0.0003,0.0,0.0034,0.0001,0.0,0.0144,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
grundlegend,36,0.0003,0.0001,0.0001,0.013,0.0,0.0042,0.0001,0.0001,0.0001,0.0079,0.0001,0.0001
wahrnehmung,36,0.0003,0.0,0.0001,0.0008,0.0,0.018,0.0001,0.0001,0.0001,0.0001,0.0043,0.0001
hineinversetzen,36,0.0003,0.001,0.0001,0.0001,0.0,0.0,0.0031,0.0001,0.0001,0.0001,0.0001,0.0168
perspektive,34,0.0003,0.0,0.0001,0.0028,0.0115,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0129
zustand,34,0.0003,0.0,0.0001,0.0001,0.0053,0.0,0.0001,0.0276,0.0001,0.0001,0.0001,0.0001
rolle,33,0.0003,0.0109,0.0001,0.0001,0.0,0.0,0.001,0.0001,0.0001,0.0001,0.0001,0.0035
schuljahrgang,33,0.0003,0.0047,0.0001,0.0001,0.0,0.0,0.0001,0.0001,0.0001,0.0114,0.0045,0.0001
technik,33,0.0198,0.0,0.0001,0.0001,0.0,0.0039,0.0088,0.0001,0.0001,0.0001,0.0001,0.0019
relevanz,31,0.0003,0.0,0.0001,0.0001,0.0,0.0153,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
folge,30,0.0003,0.0006,0.0001,0.0014,0.0,0.013,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
arbeit,29,0.0248,0.0012,0.0001,0.0001,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0095
auseinandersetzung,29,0.0003,0.0,0.0001,0.0001,0.0005,0.0,0.0001,0.0001,0.0001,0.0128,0.0001,0.0072
dauerhaft,29,0.0003,0.0,0.016,0.0001,0.0,0.0002,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
gemeinschaft,29,0.0003,0.0109,0.0001,0.0001,0.0011,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
proximum,28,0.0003,0.0,0.0151,0.0001,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
differentia,28,0.0003,0.0,0.0151,0.0001,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
specifica,28,0.0003,0.0,0.0151,0.0001,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
genus,28,0.0003,0.0,0.0151,0.0001,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
konkretisierung,28,0.0003,0.0,0.0183,0.0001,0.0,0.0,0.0001,0.0001,0.0016,0.0001,0.0001,0.0072
kultur,28,0.0003,0.0014,0.0001,0.0173,0.0,0.0048,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
relevant,27,0.0003,0.0,0.0001,0.0001,0.0,0.0134,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
endlichkeit,26,0.0003,0.0,0.0001,0.0001,0.0,0.0,0.0001,0.0286,0.0001,0.0002,0.0001,0.0033
vorbild,26,0.0003,0.0027,0.0001,0.0001,0.0,0.0,0.0001,0.0001,0.0001,0.0041,0.0218,0.0001
wirklichkeit,26,0.0154,0.0,0.0001,0.0001,0.0,0.0,0.0075,0.0001,0.0001,0.0001,0.0074,0.0001
toleranz,25,0.0003,0.0,0.0001,0.0001,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0104,0.0079
unterscheidung,25,0.0003,0.0,0.0001,0.0001,0.0,0.0,0.0001,0.0001,0.0001,0.0192,0.0001,0.0011
kind,25,0.0003,0.0142,0.0001,0.0001,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
darstellung,24,0.0003,0.0,0.0001,0.0001,0.0001,0.0,0.0001,0.0001,0.0232,0.0001,0.0001,0.0001
frei,24,0.0003,0.0,0.0001,0.0001,0.0119,0.004,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
freud,24,0.0003,0.0001,0.014,0.0149,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
gegenstand,24,0.0003,0.0,0.0001,0.0001,0.0106,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
wahlbereich,24,0.0435,0.0,0.0001,0.0042,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
inhaltsbezogene,24,0.0003,0.0,0.0177,0.0001,0.0001,0.0,0.0001,0.0001,0.0017,0.0001,0.0001,0.0054
konflikt,24,0.0003,0.0,0.0001,0.0001,0.0031,0.0,0.0001,0.0001,0.0001,0.0001,0.0185,0.0002
absicht,23,0.0003,0.0,0.0189,0.0001,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
kompetenzerwerb,23,0.0003,0.0021,0.0001,0.0001,0.0,0.0,0.0001,0.0001,0.0001,0.0127,0.0001,0.0008
lebenskunst,23,0.0003,0.0,0.0001,0.0001,0.0,0.0,0.0001,0.0001,0.0001,0.0003,0.0001,0.0137
scheinbar,22,0.0003,0.0,0.0001,0.007,0.0105,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
familie,22,0.0003,0.01,0.0001,0.0001,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0026
unterschied,22,0.0003,0.0,0.0001,0.0064,0.0,0.0011,0.0025,0.0001,0.0001,0.0001,0.0116,0.0001
zufriedenheit,22,0.0203,0.0008,0.007,0.0001,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
alter,21,0.0003,0.0013,0.0001,0.0001,0.0,0.0,0.0001,0.022,0.0001,0.0015,0.0001,0.0001
märchen,21,0.0177,0.0,0.0001,0.006,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0031
bio,21,0.0051,0.0,0.0001,0.0001,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0114
schöpfung,21,0.0003,0.0,0.0147,0.0001,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0054,0.0001
modern,20,0.0135,0.0008,0.0018,0.0001,0.0,0.0,0.0001,0.0003,0.0001,0.0001,0.0001,0.0056
relativ,20,0.0003,0.0,0.0001,0.0001,0.0,0.0,0.0001,0.0298,0.0001,0.0001,0.0001,0.0001
krise,20,0.0003,0.002,0.0001,0.0001,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0174,0.0001
leitthema,20,0.0003,0.0021,0.0001,0.0001,0.0,0.0,0.0001,0.0001,0.0001,0.0113,0.0001,0.0001
menschenwürde,19,0.0003,0.0012,0.0001,0.0028,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0103,0.0001
bzgl,19,0.0003,0.0,0.0224,0.0001,0.0,0.0011,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
finden,19,0.0003,0.0,0.0001,0.0074,0.0029,0.0,0.0001,0.0001,0.0001,0.0144,0.0001,0.0001
tugend,19,0.0003,0.0029,0.0001,0.0001,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0172
kunst,19,0.0028,0.0,0.0001,0.004,0.0,0.0,0.0001,0.0001,0.0271,0.0001,0.0001,0.0001
plan,18,0.0003,0.0,0.0163,0.0001,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
rev,18,0.0003,0.0,0.0001,0.0001,0.0,0.0,0.0111,0.0001,0.0001,0.0001,0.0001,0.0001
freude,18,0.0185,0.0,0.0065,0.0001,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
utilitarismus,18,0.0292,0.0001,0.0001,0.0035,0.0,0.0,0.0007,0.0001,0.0001,0.0001,0.0001,0.0001
jahrgangsstufe,18,0.0003,0.0018,0.0001,0.0001,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0113,0.0001
bedingung,17,0.0003,0.0017,0.0001,0.0001,0.0,0.0,0.0001,0.0174,0.0001,0.0001,0.0001,0.0001
hoffen,17,0.0003,0.0,0.0001,0.0001,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0148,0.0001
geteilt,16,0.0003,0.0,0.0001,0.0001,0.0,0.0,0.0001,0.0239,0.0001,0.0001,0.0001,0.0001
glaube,16,0.0003,0.0,0.0001,0.0001,0.0,0.0,0.0103,0.0001,0.0001,0.0001,0.0001,0.0001
antik,15,0.0003,0.0,0.0001,0.0001,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0127
epikur,15,0.0003,0.0013,0.0001,0.0001,0.0,0.0,0.0001,0.0001,0.0032,0.0001,0.0001,0.0116
glückskonzeptioner,15,0.0003,0.0,0.0001,0.0001,0.0,0.0,0.0001,0.0179,0.0001,0.0001,0.0001,0.0013
vorurteil,15,0.0027,0.0,0.0001,0.0001,0.0,0.0011,0.0001,0.0001,0.0001,0.0001,0.0105,0.0001
idol,15,0.0003,0.0,0.0001,0.0001,0.0,0.0,0.0001,0.0001,0.0001,0.0033,0.0149,0.0001
interview,15,0.0003,0.0,0.0001,0.0125,0.0,0.0,0.0001,0.001,0.0001,0.0001,0.0001,0.0012
anspruch,14,0.0003,0.0026,0.0001,0.0243,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
begrifflich,14,0.0155,0.0,0.0001,0.0001,0.0,0.0,0.0001,0.0001,0.0001,0.0062,0.0001,0.0001
themenbereich,14,0.0003,0.0,0.0001,0.0001,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0122,0.0001
phase,13,0.0003,0.0,0.0001,0.0001,0.0,0.0,0.0001,0.0179,0.0001,0.0001,0.0001,0.0001
trauer,13,0.0028,0.0,0.0001,0.0001,0.0,0.0,0.0001,0.0166,0.0001,0.0001,0.0001,0.0001
krankheit,13,0.0003,0.0,0.0001,0.0001,0.0,0.0,0.0001,0.0178,0.0001,0.0002,0.0001,0.0001
memento,12,0.0003,0.0,0.0001,0.0001,0.0,0.0,0.0001,0.0166,0.0001,0.0001,0.0001,0.0001
mori,12,0.0003,0.0,0.0001,0.0001,0.0,0.0,0.0001,0.0166,0.0001,0.0001,0.0001,0.0001
carpe,12,0.0003,0.0,0.0001,0.0001,0.0,0.0,0.0001,0.0166,0.0001,0.0001,0.0001,0.0001
reichtum,12,0.0003,0.0,0.0001,0.0001,0.0,0.0,0.0001,0.0001,0.0001,0.0096,0.0001,0.0001
diem,12,0.0003,0.0,0.0001,0.0001,0.0,0.0,0.0001,0.0166,0.0001,0.0001,0.0001,0.0001
schöpfungsmyth,12,0.0003,0.0,0.0001,0.0001,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0108,0.0001
sterben,12,0.0003,0.0,0.0001,0.0001,0.0,0.0,0.0001,0.0166,0.0001,0.0001,0.0001,0.0001
trauerbewältigung,12,0.0003,0.0,0.0001,0.0001,0.0,0.0,0.0001,0.0166,0.0001,0.0001,0.0001,0.0001
vielfältig,12,0.0146,0.0001,0.0001,0.0001,0.0,0.0,0.0001,0.0001,0.0001,0.005,0.0001,0.0001
leiden,12,0.0003,0.0,0.0001,0.0001,0.0,0.0,0.0001,0.0166,0.0001,0.0001,0.0001,0.0001
lernbereich,12,0.03,0.0,0.0001,0.0001,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
werteorientierung,11,0.0272,0.0,0.0001,0.0001,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
annemarie,10,0.0003,0.0,0.0001,0.0001,0.0,0.0,0.0001,0.0001,0.0218,0.0001,0.0001,0.0025
pieper,10,0.0003,0.0,0.0001,0.0001,0.0,0.0,0.0001,0.0001,0.0218,0.0001,0.0001,0.0025
sehnsucht,10,0.0176,0.0,0.0001,0.0001,0.0,0.0,0.0001,0.0001,0.0029,0.0001,0.0001,0.0001
grundbegriffe,10,0.0003,0.0,0.0001,0.0001,0.0001,0.0,0.0001,0.0001,0.0232,0.0017,0.0001,0.0001
psychologie,9,0.0224,0.0,0.0001,0.0001,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002
durchführ,8,0.0003,0.0,0.0001,0.0001,0.0,0.0,0.0013,0.0001,0.0218,0.0001,0.0001,0.0001
literatur,7,0.0003,0.0,0.0001,0.0001,0.0,0.0,0.0001,0.0001,0.0228,0.0001,0.0001,0.0001
aristotel,7,0.0003,0.0001,0.0001,0.0001,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0116
mithilfe,7,0.0003,0.0,0.0001,0.0128,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
entscheidungssituation,7,0.0003,0.0,0.0001,0.0128,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
unbehagen,7,0.0003,0.0001,0.0001,0.0126,0.0,0.0,0.0001,0.0002,0.0001,0.0001,0.0001,0.0001
begrenztheit,6,0.0154,0.0,0.0001,0.0001,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
campe,6,0.0003,0.0,0.0001,0.0001,0.0,0.0,0.0001,0.0001,0.0218,0.0001,0.0001,0.0001
dieter,6,0.0003,0.0,0.0001,0.0001,0.0,0.0,0.0001,0.0001,0.0218,0.0001,0.0001,0.0001
einschränkung,6,0.0003,0.0,0.0001,0.0121,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
erstellen,6,0.0003,0.0,0.0001,0.0001,0.0,0.0,0.0001,0.0001,0.0218,0.0001,0.0001,0.0001
thomä,6,0.0003,0.0,0.0001,0.0001,0.0,0.0,0.0001,0.0001,0.0218,0.0001,0.0001,0.0001
umfrage,6,0.0003,0.0,0.0001,0.0001,0.0,0.0,0.0001,0.0001,0.0218,0.0001,0.0001,0.0001
glücksratgeber,6,0.0003,0.0,0.0001,0.0001,0.0,0.0,0.0001,0.0001,0.0218,0.0001,0.0001,0.0001
glückssache,6,0.0003,0.0,0.0001,0.0001,0.0,0.0,0.0001,0.0001,0.0218,0.0001,0.0001,0.0001
hamburg,6,0.0003,0.0,0.0001,0.0001,0.0,0.0,0.0001,0.0001,0.0218,0.0001,0.0001,0.0001
hoffmann,6,0.0003,0.0,0.0001,0.0001,0.0,0.0,0.0001,0.0001,0.0218,0.0001,0.0001,0.0001
