topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,5,0.3164,476,30.5355
2,4,0.1555,182,49.1134
3,1,0.1381,167,56.7007
4,2,0.137,175,34.8485
5,3,0.0937,94,40.5409
6,7,0.0839,96,70.4625
7,6,0.0753,87,107.4724
