topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,4,5,14,4,45,72
2,10,15,12,1,21,59
3,9,14,16,3,22,64
4,7,3,6,0,5,21
5,0,3,15,0,41,59
6,9,0,24,0,26,59
7,6,10,3,1,7,27
8,3,4,2,0,4,13
9,10,6,9,0,14,39
10,28,12,10,1,16,67
11,7,11,4,13,30,65
12,7,5,7,0,5,24
