term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10
politisch,114,0.0002,0.046,0.0432,0.0004,0.0711,0.0004,0.0002,0.0008,0.0528,0.0013
fähigkeit,68,0.0114,0.0137,0.0002,0.0082,0.0143,0.0004,0.0119,0.0351,0.0258,0.0037
vertreten,62,0.0048,0.0279,0.0294,0.0059,0.0002,0.0004,0.0002,0.0008,0.0094,0.0002
entwickeln,60,0.0024,0.0003,0.0002,0.0028,0.0069,0.0155,0.0002,0.0008,0.0737,0.0003
mensch,60,0.0109,0.0232,0.0191,0.0237,0.0002,0.0004,0.0191,0.0252,0.0001,0.0103
gesellschaftlich,55,0.0122,0.0003,0.0086,0.0004,0.0182,0.0004,0.0002,0.0095,0.0436,0.0021
position,55,0.0002,0.0154,0.0002,0.0338,0.0002,0.0004,0.0002,0.0446,0.0128,0.0002
entscheidung,54,0.0002,0.0001,0.0631,0.0004,0.0087,0.0062,0.0002,0.0007,0.0074,0.0002
ökonomisch,48,0.0002,0.0003,0.0091,0.0004,0.0137,0.0004,0.0002,0.0006,0.0496,0.0487
welt,47,0.0369,0.0001,0.0002,0.0004,0.0013,0.0005,0.0144,0.0006,0.0001,0.0006
sozial,46,0.0037,0.0002,0.0077,0.0004,0.0219,0.0004,0.0002,0.0006,0.0001,0.0608
frage,40,0.0036,0.0001,0.0002,0.0201,0.0056,0.0004,0.014,0.0127,0.0003,0.0138
wirtschaftlich,39,0.0002,0.0002,0.0241,0.0004,0.0262,0.0004,0.0002,0.0006,0.0038,0.0002
urteil,38,0.0006,0.0001,0.005,0.0284,0.02,0.0004,0.0046,0.0126,0.0062,0.0005
handeln,35,0.0002,0.0001,0.0002,0.0004,0.0102,0.0004,0.0002,0.0008,0.0014,0.0515
formulieren,34,0.0002,0.0001,0.0299,0.0004,0.0005,0.0004,0.0049,0.0087,0.0001,0.0002
sinn,34,0.0002,0.006,0.0263,0.0004,0.0062,0.0004,0.0002,0.0007,0.0001,0.0029
reflektiert,33,0.0002,0.0001,0.0289,0.0004,0.0166,0.0004,0.0002,0.0006,0.0001,0.0002
zusammenhang,33,0.0002,0.0254,0.0093,0.0004,0.0088,0.0004,0.0206,0.0006,0.0001,0.0002
naturwissenschaftlich,32,0.0238,0.0001,0.0002,0.0004,0.0002,0.0004,0.0072,0.0006,0.0001,0.0071
rahmen,32,0.0023,0.0001,0.0002,0.0148,0.0002,0.0059,0.0002,0.0007,0.0201,0.0002
selbstständig,32,0.0012,0.0001,0.0253,0.0004,0.0002,0.0004,0.0004,0.0007,0.0015,0.006
ökologie,32,0.0002,0.0001,0.0298,0.0004,0.0042,0.0004,0.0002,0.0006,0.0001,0.0002
demokratisch,31,0.0015,0.0196,0.0002,0.0004,0.0002,0.0051,0.0002,0.0006,0.0285,0.0002
gesellschaft,31,0.0107,0.0134,0.0002,0.0004,0.0109,0.0081,0.0021,0.0231,0.0001,0.0031
interesse,31,0.0002,0.083,0.0054,0.0004,0.0002,0.0004,0.0002,0.0006,0.0001,0.0096
kriterium,31,0.0002,0.0132,0.0254,0.0004,0.0034,0.0004,0.0002,0.0007,0.0001,0.0002
perspektive,31,0.007,0.0001,0.0155,0.0004,0.0002,0.0133,0.0027,0.0216,0.0029,0.0108
ökonomie,31,0.0054,0.0001,0.0243,0.0004,0.0034,0.0004,0.0002,0.0006,0.0001,0.0002
ethisch,29,0.0002,0.0001,0.0065,0.0383,0.0084,0.0004,0.0064,0.0131,0.0001,0.0026
human,29,0.0261,0.0001,0.0002,0.0075,0.0002,0.0004,0.0002,0.0006,0.0002,0.0003
problem,28,0.0158,0.0001,0.0002,0.0004,0.0107,0.0036,0.0021,0.0006,0.0002,0.0002
sinnvorstellung,28,0.0002,0.0001,0.0282,0.0004,0.0013,0.0004,0.0002,0.0006,0.0002,0.0002
wissenschaftlich,28,0.0002,0.0001,0.0002,0.0004,0.0023,0.0402,0.0107,0.0006,0.0001,0.0068
begründen,27,0.0002,0.0057,0.0151,0.0004,0.006,0.0004,0.01,0.0006,0.0003,0.0125
lernen,27,0.0045,0.0001,0.0002,0.0004,0.0032,0.0004,0.0226,0.0006,0.0001,0.0069
kritisch,26,0.0002,0.0001,0.0194,0.0004,0.0084,0.0004,0.0002,0.0123,0.0053,0.0029
urteilsfähigkeit,26,0.0002,0.0005,0.0002,0.0004,0.0002,0.0004,0.0002,0.0006,0.0605,0.0002
erkenntnis,25,0.014,0.0001,0.0002,0.0004,0.0002,0.0232,0.0059,0.0006,0.0001,0.0002
denken,24,0.0122,0.0001,0.0002,0.0062,0.0039,0.0004,0.0081,0.0047,0.0001,0.0002
grenze,24,0.0095,0.0001,0.0002,0.0004,0.0002,0.0004,0.0146,0.0006,0.0001,0.0072
nennen,24,0.0002,0.0001,0.0305,0.0004,0.0002,0.0004,0.0002,0.0006,0.0001,0.0002
toleranz,24,0.0002,0.0003,0.0002,0.0004,0.0034,0.0004,0.0045,0.0047,0.0235,0.0054
verstehen,24,0.0074,0.0001,0.0002,0.0229,0.0104,0.0004,0.0004,0.0006,0.0001,0.0041
wirtschaft,24,0.0126,0.0001,0.0002,0.0004,0.0236,0.0004,0.0002,0.0006,0.0001,0.0002
spannungsverhältnis,23,0.0002,0.0001,0.0243,0.0004,0.0002,0.0004,0.0002,0.0006,0.0001,0.0002
umsetzungsmöglichkeit,23,0.0002,0.0001,0.0243,0.0004,0.0002,0.0004,0.0002,0.0006,0.0001,0.0002
verschieden,23,0.0013,0.0001,0.0002,0.0148,0.0065,0.0004,0.0052,0.0047,0.0065,0.0189
wissenschaft,23,0.0222,0.0001,0.0001,0.0004,0.0002,0.0004,0.0002,0.0006,0.0034,0.0002
entwicklung,22,0.0082,0.0002,0.0002,0.0004,0.0074,0.0006,0.0002,0.0208,0.0042,0.0002
ermöglichen,22,0.0167,0.0001,0.0002,0.0004,0.0022,0.0004,0.0002,0.0087,0.0001,0.0032
unterschiedlich,22,0.0022,0.0001,0.0013,0.0181,0.014,0.0004,0.0002,0.0006,0.0001,0.0117
methode,21,0.0134,0.0001,0.0002,0.0004,0.0033,0.0005,0.0002,0.0006,0.0019,0.003
setzen,21,0.0173,0.0001,0.0002,0.0004,0.0035,0.0005,0.0018,0.0007,0.0001,0.0002
wissen,21,0.0116,0.0002,0.0002,0.0004,0.0015,0.0004,0.0082,0.0006,0.0001,0.0047
möglichkeit,20,0.0002,0.0004,0.0096,0.0004,0.0002,0.0004,0.0075,0.0047,0.0093,0.017
philosophie,20,0.0074,0.0001,0.0002,0.0004,0.0002,0.0202,0.0002,0.0056,0.0001,0.006
politik,20,0.0071,0.0021,0.0002,0.0004,0.0142,0.0004,0.0002,0.0006,0.0007,0.0096
theorie,20,0.0023,0.0001,0.0024,0.0004,0.008,0.0172,0.0063,0.0006,0.0048,0.0002
diskurs,19,0.0065,0.0001,0.0002,0.0309,0.0002,0.0004,0.0002,0.0006,0.0001,0.0002
medium,19,0.0002,0.01,0.0012,0.0004,0.0002,0.0004,0.005,0.0006,0.0187,0.0002
psychologisch,19,0.0002,0.0001,0.0002,0.0004,0.0002,0.0409,0.0013,0.0006,0.0001,0.0127
stellen,19,0.0002,0.0001,0.0022,0.0152,0.0035,0.0034,0.0002,0.0006,0.0001,0.0155
technik,19,0.0142,0.0001,0.0002,0.0004,0.0002,0.0059,0.0049,0.0006,0.0001,0.0002
argumentativ,18,0.0002,0.0001,0.0002,0.0214,0.0002,0.0004,0.0002,0.0006,0.005,0.0002
hinaus,18,0.0048,0.0001,0.0002,0.0004,0.009,0.0004,0.0131,0.0006,0.0007,0.0006
religion,18,0.0066,0.0002,0.0002,0.0004,0.0002,0.0035,0.0143,0.0047,0.0001,0.0002
ziel,18,0.0052,0.0001,0.0002,0.0004,0.0141,0.0004,0.0002,0.0006,0.0001,0.0002
analyse,17,0.0012,0.0001,0.0002,0.0004,0.0065,0.0004,0.0018,0.0006,0.0213,0.0002
analytisch,17,0.0116,0.0001,0.0053,0.0004,0.0002,0.0004,0.0002,0.0006,0.0034,0.0002
begründeter,17,0.0002,0.0003,0.0002,0.0004,0.0039,0.0004,0.0002,0.0006,0.032,0.0002
einnehmen,17,0.0002,0.0001,0.0177,0.0004,0.0005,0.0004,0.0002,0.0006,0.0001,0.0002
