rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,familie,76,68.78554734795733,0.05957635814658182
2,form,126,65.35612505206835,0.05660607588798142
3,chancengleichheit,36,40.88676945009739,0.03541274168966918
4,ungerechtigkeit,59,36.97443953083332,0.03202420474485725
5,verständnis,35,32.18037624149865,0.027871983202474426
6,unterschiedlich,193,30.96046623691973,0.02681539794377545
7,beziehen,88,26.796765624658644,0.023209144472586422
8,gleichberechtigung,23,23.514664805948435,0.020366459906022812
9,mithilfe,17,21.412477415088766,0.018545718867857573
10,verhältnismäßigkeit,22,20.958705166083167,0.01815269883580079
11,problematisieren,41,19.22087754750569,0.016647536129488945
12,gleichbehandlung,22,18.198429489802134,0.015761976095142093
13,verschieden,198,16.778068933043436,0.014531777129090725
14,entwickeln,93,15.689119935045582,0.013588619474476116
15,generationengerechtigkeit,16,15.598100577885733,0.013509786027196906
16,erörtern,77,15.534052903168515,0.013454313222886627
17,sport,16,14.243073704166276,0.012336173699616136
18,grundlegend,91,14.107376535303104,0.01221864402305815
19,lebensumfeld,33,13.927160096713486,0.012062555433183238
20,untersuchen,69,13.90093257947516,0.012039839324632385
