topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,5,0.2766,672,31.1612
2,4,0.2095,462,31.6416
3,3,0.1928,384,122.276
4,1,0.1676,322,70.9712
5,2,0.1535,295,35.7169
