topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,12,21,0,37,1,71
2,23,16,9,2,15,65
3,4,14,2,1,6,27
4,6,62,3,4,7,82
5,5,1,3,10,3,22
