rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,sozial,68,18.724584260092787,0.02233786919320404
2,sexualität,25,18.00776455006531,0.021482724710673088
3,medium,46,14.881552554052442,0.017753247267160828
4,liebe,20,14.426439598428923,0.01721031111810476
5,konflikt,38,14.279813260500276,0.01703539028080162
6,möglichkeit,52,14.124611795317234,0.01685023957306381
7,gesellschaft,17,12.800041335764908,0.015270066616929222
8,sexuell,13,12.175284913889794,0.01452475088464864
9,rolle,28,11.047596980643805,0.013179452895988321
10,umgang,31,10.663364819457513,0.012721075415496321
11,gegenwart,26,10.564709482276616,0.012603382547844509
12,ethik,26,10.388869019741426,0.012393610133331947
13,regel,12,10.093755605619892,0.012041548653608925
14,selbstbestimmung,13,9.370850584200587,0.011179144576526641
15,wahrnehmung,62,9.252812433144536,0.011038328591430656
16,mensch,80,9.191378920984208,0.010965040248167343
17,bereich,10,9.123061745625217,0.010883539900516326
18,typisch,28,8.67242125351737,0.01034593926671639
19,auseinander,8,8.594152814796594,0.010252567359398414
20,leben,34,8.391392114728928,0.01001067990637298
