rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,wahrnehmung,62,30.546412945544187,0.04177849115658333
2,sozial,68,23.086979663968847,0.03157618465522772
3,politisch,20,16.905608130740887,0.02312188999231899
4,geschichte,36,15.634206821536516,0.02138298767184828
5,wirtschaftlich,11,14.614030046658623,0.019987686480727414
6,benennen,11,12.3614503674164,0.01690682129447816
7,ursache,66,10.931558900027584,0.014951151143234045
8,urteil,54,10.858281102048096,0.014850928709905535
9,antijudaismus,7,10.664160803840131,0.014585429347461482
10,deutschland,15,10.158066449565371,0.013893241412264034
11,erörtern,18,9.762676042259605,0.013352463853063537
12,wissen,19,9.575361033072982,0.013096272120543264
13,verstehen,18,9.246979454607231,0.012647142892297254
14,fremd,16,9.152623070037443,0.012518091164182933
15,folge,55,9.105719164161469,0.012453940443103441
16,entwickeln,12,8.735746626618567,0.011947927039321132
17,klassenstuf,12,8.627974258090788,0.011800526198721985
18,kritisch,48,8.432574482639234,0.011533276888459128
19,motiv,8,8.396820977813777,0.011484376630093928
20,religiös,14,8.279380763732485,0.011323753025804632
