term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7
norm,1229,0.0228,0.0011,0.0604,0.0037,0.0135,0.0182,0.0327
handeln,413,0.0055,0.0002,0.0259,0.0019,0.0081,0.0,0.0
gesellschaftlich,405,0.0121,0.0001,0.0018,0.0001,0.0205,0.0,0.0047
mensch,374,0.0065,0.0,0.0098,0.0207,0.0011,0.0,0.0035
ethisch,366,0.0046,0.0,0.0122,0.0,0.0148,0.0022,0.0
leben,336,0.0054,0.0004,0.0178,0.0052,0.0029,0.0054,0.0033
moralisch,331,0.0011,0.0,0.0337,0.001,0.0,0.0,0.0
verschieden,305,0.0039,0.0033,0.0013,0.0169,0.0025,0.0,0.0113
ethik,295,0.0028,0.0,0.0247,0.0001,0.0,0.0037,0.0038
unterschiedlich,281,0.0051,0.0054,0.0028,0.0117,0.0031,0.0023,0.0049
bedeutung,272,0.0107,0.0,0.0058,0.0082,0.0017,0.0046,0.0
gesellschaft,272,0.0109,0.0031,0.0039,0.0006,0.0073,0.0018,0.0
politisch,256,0.0156,0.0,0.0,0.0,0.0101,0.0,0.0024
entscheidung,254,0.0022,0.0014,0.0,0.0,0.0178,0.0017,0.0
sozial,249,0.0125,0.0,0.0,0.0,0.0,0.0,0.0304
beitrag,238,0.0179,0.0,0.0,0.0026,0.0,0.0048,0.0
gerechtigkeit,230,0.0041,0.0,0.0105,0.0016,0.0,0.0,0.0185
welt,229,0.0045,0.0,0.0127,0.0067,0.0003,0.0,0.0
entwicklung,218,0.0146,0.0,0.0009,0.0069,0.0001,0.0007,0.0
frage,202,0.0063,0.0,0.0051,0.0012,0.0038,0.007,0.0
regel,190,0.0,0.0,0.0164,0.0,0.0005,0.0031,0.0055
perspektive,185,0.0,0.0,0.0018,0.005,0.0096,0.0018,0.0
demokratisch,183,0.0112,0.0029,0.0,0.0,0.0032,0.0015,0.004
freiheit,181,0.0076,0.0,0.0046,0.0011,0.0017,0.0,0.0057
umgang,177,0.003,0.0,0.0021,0.0117,0.002,0.0,0.0
religion,173,0.0067,0.0,0.0075,0.0,0.0,0.0077,0.0
biologisch,168,0.0,0.0019,0.0,0.0109,0.005,0.0,0.0
relevant,167,0.0,0.0,0.001,0.0046,0.0094,0.0,0.0
leitperspektive,167,0.0132,0.0,0.0,0.0024,0.0,0.0007,0.0
aussage,164,0.0,0.0,0.0,0.0,0.0134,0.0,0.0
bezug,164,0.0011,0.0,0.0054,0.0,0.0084,0.0,0.0
wertvorstellung,163,0.0011,0.0,0.0103,0.0,0.0012,0.0,0.0098
experiment,159,0.0,0.0227,0.0,0.0,0.0,0.0,0.0
argument,159,0.0005,0.0,0.0,0.0,0.0123,0.0,0.0
information,158,0.0,0.0,0.0,0.0188,0.0,0.0,0.0
religiös,154,0.007,0.0,0.0054,0.0,0.0,0.0047,0.0018
bne,152,0.0081,0.0,0.0,0.0029,0.0,0.0,0.0102
begründen,147,0.0,0.0001,0.0023,0.0015,0.008,0.0037,0.0001
urteil,146,0.0,0.004,0.0019,0.0,0.0084,0.0,0.0
persönlich,145,0.0023,0.0,0.0005,0.0004,0.0089,0.0,0.0
folge,144,0.0,0.0,0.0004,0.0005,0.0098,0.0048,0.0
datum,140,0.0,0.0203,0.0,0.0,0.0,0.0,0.0
toleranz,138,0.0017,0.0,0.0094,0.0002,0.0016,0.0,0.0034
nachhaltig,135,0.0073,0.0,0.0,0.0066,0.0,0.0,0.0
untersuchen,133,0.0031,0.0008,0.0018,0.0078,0.0001,0.0008,0.0001
sachverhalt,131,0.0005,0.0042,0.0,0.001,0.0071,0.0,0.0
individuell,125,0.0068,0.0,0.0,0.0,0.0044,0.0,0.0
medium,123,0.0011,0.0,0.0,0.0119,0.0,0.0,0.002
kriterium,121,0.0,0.0,0.0,0.007,0.0039,0.0029,0.0026
konflikt,120,0.006,0.0,0.0024,0.0,0.0,0.0,0.0099
normativ,119,0.0,0.0,0.0005,0.0,0.0092,0.0,0.0
quelle,118,0.0,0.0,0.0,0.0138,0.0,0.0,0.0
menschenrecht,116,0.0076,0.0,0.0021,0.0,0.0,0.0,0.0042
zusammenleben,115,0.0048,0.0,0.0043,0.0,0.0,0.0062,0.0
kultur,113,0.0062,0.0,0.0019,0.0,0.0,0.0094,0.0
formulieren,113,0.0,0.0075,0.0,0.0,0.0043,0.0037,0.0
ziel,112,0.0046,0.0,0.0,0.0012,0.0,0.0108,0.003
position,112,0.0,0.0014,0.0,0.0,0.0078,0.0,0.0019
treffen,111,0.0,0.0,0.0,0.0,0.0091,0.0,0.0
identifizieren,110,0.0,0.0,0.0,0.0126,0.0,0.0,0.0
führen,109,0.0009,0.0122,0.0,0.0,0.0014,0.0,0.0
struktur,109,0.0018,0.0076,0.0,0.001,0.0025,0.0,0.0
wissen,106,0.0,0.0078,0.0035,0.0,0.0,0.0043,0.0
moral,106,0.0,0.0,0.0087,0.0022,0.0,0.0014,0.0
demokratie,105,0.0091,0.0,0.0,0.0,0.0005,0.0038,0.0008
begriff,103,0.0,0.0,0.0093,0.0,0.0003,0.0041,0.0
aufgabe,100,0.0033,0.0,0.002,0.0,0.0,0.0054,0.007
interesse,97,0.0,0.0015,0.0,0.0068,0.0,0.0019,0.0053
ergebnis,95,0.001,0.0092,0.0,0.001,0.0,0.0035,0.0
mithilfe,91,0.0016,0.0083,0.0,0.001,0.0014,0.0,0.0
darstellung,89,0.0,0.0,0.0,0.0103,0.0,0.0,0.0
ethikunterricht,85,0.0,0.0021,0.0077,0.0001,0.0,0.0001,0.0
text,85,0.0,0.0,0.0,0.0083,0.0012,0.0,0.0
deutsch,84,0.0,0.0072,0.0,0.0,0.0027,0.0,0.0
religionsunterricht,83,0.0,0.0118,0.0,0.0,0.0,0.0,0.0
kommunikation,83,0.0006,0.0,0.0003,0.0087,0.0,0.0,0.0
verhalten,83,0.0008,0.0,0.0006,0.0,0.0,0.019,0.0001
entscheidungssituation,82,0.0,0.0,0.0,0.0,0.0026,0.0007,0.012
menschlich,80,0.0,0.0,0.0026,0.0,0.0025,0.0063,0.0
miteinander,80,0.001,0.0,0.007,0.0,0.0,0.0014,0.0
umwelt,76,0.0,0.0,0.0,0.0086,0.0,0.0,0.0
orientierung,74,0.0023,0.0,0.0022,0.0,0.0001,0.0,0.0074
iii,74,0.0,0.0097,0.0,0.0005,0.0,0.0,0.0
ausgewählt,71,0.0004,0.0,0.0003,0.0073,0.0,0.0006,0.0
verwendung,69,0.0,0.0096,0.0,0.0,0.0,0.0,0.0
menschenwürde,67,0.0,0.0,0.0044,0.0,0.0,0.0,0.0068
thema,67,0.0,0.0,0.0081,0.0,0.0,0.0,0.0
digital,67,0.0,0.0,0.0,0.0076,0.0,0.0,0.0005
inhaltsbezogen,66,0.0,0.0,0.0072,0.0,0.0,0.0,0.0
freundschaft,65,0.0,0.0,0.0,0.0001,0.0,0.0,0.0138
methodischdidaktisch,65,0.0,0.0,0.0071,0.0,0.0,0.0,0.0
planen,60,0.0,0.0086,0.0,0.0,0.0,0.0,0.0
europäisch,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0172
art,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0142
wirtschaftlich,55,0.0,0.0,0.0,0.0,0.0033,0.0,0.0067
nutzung,55,0.0006,0.007,0.0,0.0,0.0,0.0,0.0
selbstständig,54,0.0,0.0067,0.0,0.0003,0.0008,0.0,0.0
digitaler,54,0.0,0.0068,0.0,0.0008,0.0,0.0,0.0
abhängigkeit,53,0.0,0.0074,0.0,0.0,0.0,0.0,0.0
anspruch,51,0.0,0.0,0.0,0.0,0.0,0.0144,0.0
englisch,49,0.0,0.007,0.0,0.0,0.0,0.0,0.0
sicherheit,48,0.0012,0.0,0.0,0.0,0.0,0.0,0.0093
werkzeug,46,0.0,0.0068,0.0,0.0,0.0,0.0,0.0
phwert,46,0.0,0.0066,0.0,0.0,0.0,0.0,0.0
kind,45,0.0016,0.0,0.0,0.0,0.0,0.0,0.0069
familie,41,0.0,0.0,0.0002,0.0,0.0,0.0,0.0096
ursache,41,0.0003,0.0,0.0,0.0019,0.0,0.0065,0.0
positiv,38,0.0,0.0,0.0015,0.0,0.0002,0.007,0.0
kompetenzbereich,36,0.0,0.0,0.0,0.0019,0.0,0.0062,0.0
adaptiv,35,0.0,0.0,0.0,0.0,0.0,0.0098,0.0
evolution,35,0.0,0.0,0.0,0.0,0.0,0.0098,0.0
anwendung,32,0.0,0.0,0.0,0.0,0.0,0.0086,0.0
idee,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0074
fitness,31,0.0,0.0,0.0,0.0,0.0,0.0086,0.0
reproduktiv,26,0.0,0.0,0.0,0.0,0.0,0.0072,0.0
fachkonzept,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0096
