topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,15,242,43,7,124,431
2,157,34,18,13,38,260
3,5,311,5,1,9,331
4,106,117,51,8,52,334
5,172,166,81,5,117,541
6,41,62,4,0,9,116
7,2,71,7,0,42,122
