topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,15,0.1471,241,75.3601
2,2,0.1234,231,33.2522
3,14,0.1095,172,90.4305
4,11,0.0896,114,63.2135
5,5,0.0865,130,43.7968
6,12,0.0839,132,47.7638
7,1,0.0649,92,52.8529
8,6,0.0574,84,65.4156
9,13,0.0439,57,52.7845
10,3,0.0424,45,101.9155
11,10,0.037,40,71.3585
12,7,0.0345,41,76.615
13,9,0.031,39,142.9577
14,8,0.0289,28,97.3862
15,4,0.02,20,133.2904
