rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,markt,66,47.98366966112232,0.05357028542368912
2,modell,22,31.737448562669936,0.03543255841266797
3,bedeutung,48,22.77006282556666,0.025421122921518727
4,nachfrage,23,21.027317917813036,0.023475474687684607
5,prinzip,15,19.025030866211097,0.02124006648293489
6,wirtschaftskreislauf,18,17.920695245797432,0.020007155894667825
7,vollkommen,15,17.414214358512094,0.0194417067348779
8,polypol,14,16.904515716876507,0.018872665185840062
9,marktformen,16,15.249274262157817,0.017024708207963337
10,angebot,25,14.690012375691701,0.016400332892441048
11,sozial,91,14.416814189727408,0.01609532694140185
12,rolle,25,14.31442225959105,0.015981013781086573
13,ökonomisch,58,13.636576033014734,0.015224247654454012
14,unternehmen,31,12.99833395298744,0.014511696683718786
15,marktform,8,12.647494491305125,0.014120009882085041
16,unterschiedlich,28,12.378470545966337,0.013819664167816286
17,wirtschaftlich,43,12.326509801383832,0.013761653766824228
18,haushalt,7,12.030495934160676,0.013431175763192865
19,monopol,8,12.011005761890779,0.013409416400083935
20,stellen,14,11.506366454135915,0.012846023230212554
