rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,menschenrecht,19,5.504025218025276,0.04368619271058214
2,möglichkeit,14,4.674636565579049,0.03710322278085216
3,kinderarbeit,8,4.18106324207363,0.03318566454422832
4,diskriminierung,16,3.8404691073203807,0.03048232282293752
5,menschenwürde,9,3.710406679095098,0.02944999973596327
6,international,16,3.673678149805777,0.029158480430554783
7,menschenrechtsverletzung,7,3.6715581285009535,0.029141653534673247
8,demokratisch,18,3.1625479437076973,0.02510157084179175
9,grundbegriff,6,3.1472838191076247,0.02498041741999178
10,geschichte,13,2.9516629047952945,0.02342774776054301
11,form,22,2.6906495046782024,0.021356049095315854
12,grundbedürfnisse,5,2.6709623683701698,0.021199789631268416
13,produkt,6,2.6705305787861096,0.021196362458929544
14,misshandlunge,5,2.6702034744544103,0.02119376618759992
15,todesstrafe,5,2.6701580968726573,0.02119340601959511
16,folter,5,2.6697568545647155,0.02119022130511906
17,psychisch,5,2.6689852658264637,0.021184097100927154
18,katastrophenfälle,5,2.668889157190124,0.021183334273679466
19,verletzung,5,2.6687660769625863,0.02118235736926386
20,hilfsaktion,5,2.668753952267361,0.021182261133917697
