rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,projekt,22,9.658506364222408,0.04492145984805379
2,hinblick,12,6.1814094256044525,0.028749573158150226
3,denken,17,6.175903433835805,0.02872396493480472
4,ermitteln,10,5.182564436944202,0.02410397130621796
5,recherch,9,4.684982449395054,0.02178973052903094
6,courage,10,4.641622001233907,0.02158806222157092
7,ethik,9,4.5485642532041854,0.021155253075515756
8,ideologisch,31,4.477371211231302,0.020824136104024983
9,stereotyp,13,4.179193206180026,0.019437318020941174
10,chauvinismen,8,4.177132947350202,0.01942773581114491
11,vorurteil,17,4.176528581402014,0.019424924920966733
12,typisch,8,4.176303595800282,0.019423878518832337
13,versatzstück,8,4.176297189170027,0.019423848721763008
14,biologismus,8,4.174656626471518,0.0194162185076688
15,ethnozentrismen,8,4.171914263459194,0.019403463849204917
16,thema,10,4.166966631726448,0.019380452543745846
17,recherche,8,4.164024901856688,0.019366770635255548
18,wissenschaftlich,7,3.671196954541655,0.017074640774543553
19,theorie,8,3.6709700645306618,0.017073585515051618
20,stehend,7,3.669354553838208,0.017066071817180693
