rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,gesellschaftlich,191,96.39529213571714,0.024577245741504754
2,gesellschaft,356,70.96575308556287,0.018093650780778892
3,orientierung,86,63.1947951083845,0.016112342984303498
4,erkenntnis,57,51.57165651452709,0.01314887114683443
5,entwicklung,243,51.22329914314898,0.013060052859835823
6,demokratie,142,49.11224119307425,0.01252181090979852
7,identität,108,47.099533111438845,0.012008644550401836
8,fördern,47,43.00776807884101,0.010965395315977955
9,schaffen,43,42.977530938026455,0.01095768595980656
10,sprache,89,42.6664646110535,0.010878375514342504
11,gestaltung,61,42.00045298125298,0.010708567102233937
12,fähigkeit,59,41.96427694851026,0.01069934354756678
13,beschäftigung,40,41.661427530479685,0.010622128110954691
14,mecklenburgvorpommern,49,39.62325853455847,0.010102470157068881
15,zentral,79,36.44075733427407,0.009291049678546964
16,verbindung,33,35.121063829453135,0.008954576487244358
17,engagement,32,34.47908772959541,0.008790896249166322
18,sozial,241,34.15864058128641,0.008709194040099242
19,beziehung,47,34.038281468056425,0.00867850690343993
20,wahrnehmung,57,33.16771959478891,0.008456545720290483
