topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,3,0.2696,1405,55.7258
2,1,0.255,1338,74.0621
3,2,0.1639,707,107.23
4,4,0.1609,790,76.9097
5,5,0.1507,612,50.9502
