topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,7,0.2095,40,12.6392
2,4,0.1699,27,14.8257
3,1,0.1454,26,11.6396
4,10,0.119,17,8.4837
5,9,0.0852,16,17.6075
6,3,0.0811,11,21.1215
7,5,0.0528,7,16.6994
8,2,0.0509,7,20.1394
9,8,0.0444,5,9.5598
10,6,0.0417,4,26.0134
