topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,5,0.173,201,52.4199
2,4,0.1529,173,78.9895
3,6,0.1404,168,72.6496
4,10,0.1355,140,52.9889
5,2,0.1111,112,69.4313
6,8,0.1015,103,32.3534
7,9,0.0689,78,61.9828
8,1,0.0596,62,67.0456
9,3,0.0306,24,69.9941
10,7,0.0265,24,54.1388
