topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,5,0.3455,99,20.3775
2,2,0.2491,68,30.1305
3,4,0.2289,59,24.1502
4,3,0.1071,27,15.4087
5,1,0.0695,15,16.7513
