topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,3,0.2454,161,18.5233
2,5,0.1978,115,21.6072
3,2,0.197,129,23.9723
4,1,0.1884,118,22.882
5,4,0.1714,117,18.6301
