topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,4,0.2495,1119,77.8816
2,3,0.1966,756,88.997
3,7,0.1652,676,82.8631
4,6,0.1258,467,55.9336
5,5,0.1149,385,82.2421
6,2,0.0887,270,155.7988
7,1,0.0593,176,51.328
