term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15
mensch,259,0.068,0.0014,0.0023,0.0127,0.0295,0.0004,0.1153,0.0249,0.0003,0.0014,0.0722,0.0006,0.0138,0.0225,0.022
ethik,187,0.0171,0.0014,0.0023,0.0247,0.0358,0.0251,0.0001,0.0566,0.0354,0.0012,0.0279,0.0002,0.0291,0.0217,0.0001
philosophie,156,0.0195,0.0015,0.0023,0.003,0.0357,0.0539,0.0001,0.0001,0.0003,0.0012,0.0468,0.0002,0.0621,0.0071,0.0001
frage,130,0.018,0.0014,0.0023,0.0634,0.0098,0.0005,0.0089,0.0076,0.0003,0.0013,0.0496,0.0089,0.021,0.0162,0.0002
philosophisch,116,0.061,0.0014,0.0023,0.0177,0.0083,0.0005,0.0003,0.0123,0.0053,0.0013,0.0103,0.0087,0.0468,0.0459,0.0002
position,86,0.0042,0.0014,0.0025,0.0118,0.0023,0.0004,0.0216,0.0099,0.0003,0.0012,0.0018,0.0002,0.064,0.0097,0.0001
geschichte,81,0.0002,0.0015,0.0023,0.0002,0.0198,0.001,0.0001,0.0001,0.0856,0.0012,0.0092,0.092,0.0001,0.0002,0.0001
reflexionsbereich,78,0.0954,0.0015,0.0023,0.0002,0.0336,0.0011,0.0001,0.0001,0.0667,0.0012,0.0005,0.0003,0.0002,0.0004,0.0001
gesellschaft,75,0.0002,0.0016,0.0023,0.0002,0.0215,0.012,0.004,0.0057,0.0784,0.0012,0.0115,0.0003,0.0002,0.0062,0.0001
erkenntnistheorie,73,0.007,0.0014,0.0023,0.0242,0.0111,0.0005,0.0002,0.0002,0.0004,0.0012,0.019,0.0002,0.0201,0.0258,0.0001
freiheit,73,0.0003,0.0014,0.0024,0.0002,0.005,0.0004,0.0134,0.0481,0.0003,0.0013,0.0001,0.0202,0.0001,0.0003,0.0619
ethisch,67,0.022,0.0014,0.0023,0.0342,0.0104,0.0004,0.018,0.0293,0.0003,0.0013,0.0036,0.0002,0.0001,0.0002,0.0002
natur,66,0.0034,0.0014,0.0023,0.0002,0.0209,0.0004,0.0131,0.004,0.0003,0.0013,0.0193,0.0073,0.0021,0.0002,0.0001
religion,63,0.0003,0.0014,0.0023,0.0221,0.0288,0.0004,0.0001,0.0125,0.0003,0.0317,0.0002,0.0051,0.0001,0.0002,0.0001
metaphysik,61,0.0055,0.0017,0.0023,0.0002,0.013,0.0006,0.0001,0.0001,0.0722,0.0012,0.0076,0.0002,0.016,0.0005,0.0001
auseinandersetzung,56,0.0212,0.0016,0.0023,0.0002,0.0181,0.0005,0.0001,0.0037,0.0325,0.0013,0.0051,0.0002,0.0001,0.0104,0.0001
sprachphilosophie,55,0.0003,0.0017,0.0023,0.0002,0.0171,0.0005,0.0001,0.0001,0.0503,0.0012,0.0027,0.0002,0.0224,0.0002,0.0001
menschlich,43,0.0056,0.0015,0.0023,0.0002,0.0247,0.0004,0.0004,0.0006,0.0003,0.0012,0.013,0.0225,0.0001,0.0064,0.0001
problem,39,0.0006,0.0014,0.0023,0.0002,0.025,0.0004,0.0001,0.0002,0.0003,0.0012,0.0109,0.0117,0.0001,0.0192,0.0002
verantwortung,38,0.0003,0.0014,0.0023,0.0002,0.0001,0.0153,0.008,0.0389,0.0003,0.0012,0.0054,0.0002,0.0001,0.0002,0.0001
mindestens,37,0.0002,0.0014,0.0023,0.0002,0.0001,0.0004,0.0001,0.0001,0.0035,0.0012,0.0001,0.0002,0.0515,0.0002,0.0001
verschieden,37,0.0002,0.0018,0.0023,0.0002,0.008,0.0004,0.0089,0.0118,0.0003,0.0012,0.0041,0.0004,0.0033,0.0034,0.0001
kultur,36,0.0003,0.0014,0.0023,0.0002,0.0076,0.0004,0.01,0.0001,0.0003,0.0012,0.0201,0.0002,0.0013,0.0002,0.0001
insgesamt,35,0.0002,0.0014,0.0023,0.0003,0.0001,0.0004,0.0001,0.0001,0.0003,0.0012,0.0001,0.0002,0.0501,0.0002,0.0001
grundfrage,34,0.0002,0.0014,0.0023,0.0002,0.0001,0.0004,0.0002,0.0001,0.0003,0.0012,0.0075,0.0002,0.0359,0.0002,0.0002
leben,34,0.0002,0.0122,0.0023,0.0002,0.0073,0.0004,0.0076,0.0058,0.0003,0.0012,0.0115,0.0163,0.0001,0.0032,0.0001
wissenschaft,34,0.0028,0.0014,0.0023,0.0002,0.0001,0.0004,0.0001,0.0132,0.0003,0.0012,0.0117,0.0002,0.0046,0.0002,0.0001
kommunikation,33,0.0002,0.0014,0.0027,0.0002,0.0072,0.0004,0.0003,0.0001,0.0003,0.0013,0.0037,0.0002,0.0051,0.0002,0.056
