topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,0,17,1,0,0,18
2,0,2,0,0,0,2
3,0,0,0,0,0,0
4,0,13,0,0,0,13
5,1,39,1,0,0,41
6,0,9,0,0,0,9
7,3,30,0,0,4,37
8,0,49,0,1,0,50
9,0,11,0,0,0,11
10,0,1,1,0,0,2
11,1,53,0,0,1,55
12,0,8,1,0,6,15
13,0,29,0,0,0,29
14,0,20,1,0,0,21
15,8,1,0,0,0,9
