rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,begriff,117,68.99854312130431,0.031034746190479447
2,ungerecht,68,46.971649209328575,0.021127304221437167
3,auseinandersetzung,84,45.32347398452719,0.020385974079303284
4,courage,36,33.546444441718336,0.015088802484009145
5,darstellung,52,32.03409484839957,0.014408565139034962
6,norm,148,28.430310694660786,0.012787624732511771
7,wert,295,25.37406171411033,0.011412959310380435
8,stehen,45,25.29215307201093,0.011376117751075441
9,nehmen,55,22.957874030286856,0.010326186052223468
10,zugang,23,21.136468833687328,0.009506939073528446
11,mittelpunkt,19,20.541494402973257,0.009239326460105963
12,blick,29,20.211485082539824,0.009090892086902771
13,ungerechtigkeit,59,20.07205490499629,0.009028178006639517
14,entwickeln,93,19.549677155623595,0.008793218540338411
15,bedarf,18,19.27970523201185,0.008671788293425575
16,verteilen,32,18.433258502888183,0.008291066350413948
17,verantwortung,276,17.8690611497229,0.008037296910296327
18,bereich,66,17.175914736860065,0.007725527675426827
19,bedeutung,177,17.144191983064076,0.007711259147890082
20,inhaltsbezogen,38,16.827050673450373,0.007568612657034849
